t,c11, c12, c13, c14, c22, c23, c24, c33, c34, c44
0.058599,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0392194,0.246406,-5.52506e-09,-5.52506e-09,0.0741923,0.0611178,0.0611178,1.38967e-08,0.0611178,1.38967e-08,0.235536
0.0198397,0.0821064,1.68535e-09,1.68535e-09,0.0344602,0.0314782,0.0314782,-7.12091e-09,0.0314782,-7.12091e-09,0.125498
0.15046,1.31377,6.29861e-10,6.29861e-10,0.557809,0.376165,0.376165,-4.22428e-10,0.376165,-4.22428e-10,1.3137
0.13108,1.10503,-4.98047e-09,-4.98047e-09,0.453534,0.330163,0.330163,4.60433e-09,0.330163,4.60433e-09,1.13175
0.111701,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0923211,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0729415,0.47008,2.11425e-09,2.11425e-09,0.163125,0.137639,0.137639,-1.0445e-08,0.137639,-1.0445e-08,0.480813
0.0535618,0.270689,-5.24318e-09,-5.24318e-09,0.104696,0.0900302,0.0900302,1.39311e-08,0.0900302,1.39311e-08,0.337673
0.0341822,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0148025,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.145423,1.26976,2.98964e-10,2.98963e-10,0.530354,0.364892,0.364892,-2.89614e-09,0.364892,-2.89614e-09,1.25727
0.126043,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.106664,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0872839,0.617381,5.47652e-10,5.47652e-10,0.22645,0.188912,0.188912,-4.45877e-09,0.188912,-4.45877e-09,0.646315
0.0679042,0.39353,4.95836e-09,4.95836e-09,0.153707,0.12968,0.12968,7.52508e-10,0.12968,7.52508e-10,0.473056
0.0485246,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0291449,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.159765,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.140386,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.121006,0.975022,-4.06677e-09,-4.06677e-09,0.387677,0.297368,0.297368,5.10492e-09,0.297368,5.10492e-09,1.00535
0.101626,0.774374,2.40185e-09,2.40185e-09,0.28796,0.240476,0.240476,-1.96272e-08,0.240476,-1.96272e-08,0.78946
0.0822467,0.525491,2.34569e-09,2.34569e-09,0.200174,0.174308,0.174308,6.54207e-09,0.174308,6.54207e-09,0.595832
0.062867,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0434874,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0241077,0.157118,-3.85997e-09,-3.85997e-09,0.0398643,0.0329466,0.0329466,1.93875e-08,0.0329466,1.93875e-08,0.133116
0.154728,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.135348,1.16233,-3.43558e-09,-3.43558e-09,0.472933,0.340594,0.340594,2.77337e-09,0.340594,2.77337e-09,1.1556
0.115969,0.88469,-6.12005e-10,-6.12005e-10,0.343144,0.277514,0.277514,1.26881e-08,0.277514,1.26881e-08,0.917939
0.0965891,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0772094,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0578298,0.354968,6.26165e-10,6.26165e-10,0.118865,0.0960899,0.0960899,-1.74149e-08,0.0960899,-1.74149e-08,0.36118
0.0384501,0.173542,8.05029e-10,8.05029e-10,0.068959,0.0586085,0.0586085,-4.05529e-09,0.0586085,-4.05529e-09,0.232663
0.0190705,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.149691,1.31377,6.29861e-10,6.29861e-10,0.557809,0.376165,0.376165,-4.22428e-10,0.376165,-4.22428e-10,1.3137
0.130311,1.10503,-4.98047e-09,-4.98047e-09,0.453534,0.330163,0.330163,4.60433e-09,0.330163,4.60433e-09,1.13175
0.110932,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0915519,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0721722,0.47008,2.11425e-09,2.11425e-09,0.163125,0.137639,0.137639,-1.0445e-08,0.137639,-1.0445e-08,0.480813
0.0527925,0.270689,-5.24318e-09,-5.24318e-09,0.104696,0.0900302,0.0900302,1.39311e-08,0.0900302,1.39311e-08,0.337673
0.0334129,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0140332,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.144654,1.26976,2.98964e-10,2.98963e-10,0.530354,0.364892,0.364892,-2.89614e-09,0.364892,-2.89614e-09,1.25727
0.125274,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.105894,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0865146,0.617381,5.47652e-10,5.47652e-10,0.22645,0.188912,0.188912,-4.45877e-09,0.188912,-4.45877e-09,0.646315
0.067135,0.39353,4.95836e-09,4.95836e-09,0.153707,0.12968,0.12968,7.52508e-10,0.12968,7.52508e-10,0.473056
0.0477553,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0283757,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.158996,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.139616,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.120237,0.975022,-4.06677e-09,-4.06677e-09,0.387677,0.297368,0.297368,5.10492e-09,0.297368,5.10492e-09,1.00535
0.100857,0.699053,2.33725e-09,2.33725e-09,0.272306,0.228098,0.228098,-1.96688e-08,0.228098,-1.96688e-08,0.772005
0.0814774,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0620977,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0427181,0.246406,-5.52506e-09,-5.52506e-09,0.0741923,0.0611178,0.0611178,1.38967e-08,0.0611178,1.38967e-08,0.235536
0.0233384,0.0821064,1.68535e-09,1.68535e-09,0.0344602,0.0314782,0.0314782,-7.12091e-09,0.0314782,-7.12091e-09,0.125498
0.153959,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.134579,1.16233,-3.43558e-09,-3.43558e-09,0.472933,0.340594,0.340594,2.77337e-09,0.340594,2.77337e-09,1.1556
0.115199,0.88469,-6.12005e-10,-6.12005e-10,0.343144,0.277514,0.277514,1.26881e-08,0.277514,1.26881e-08,0.917939
0.0958198,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0764402,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0570605,0.354968,6.26165e-10,6.26165e-10,0.118865,0.0960899,0.0960899,-1.74149e-08,0.0960899,-1.74149e-08,0.36118
0.0376809,0.173542,8.05029e-10,8.05029e-10,0.068959,0.0586085,0.0586085,-4.05529e-09,0.0586085,-4.05529e-09,0.232663
0.0183012,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.148922,1.31377,6.29861e-10,6.29861e-10,0.557809,0.376165,0.376165,-4.22428e-10,0.376165,-4.22428e-10,1.3137
0.129542,1.10503,-4.98047e-09,-4.98047e-09,0.453534,0.330163,0.330163,4.60433e-09,0.330163,4.60433e-09,1.13175
0.110162,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0907826,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0714029,0.47008,2.11425e-09,2.11425e-09,0.163125,0.137639,0.137639,-1.0445e-08,0.137639,-1.0445e-08,0.480813
0.0520233,0.270689,-5.24318e-09,-5.24318e-09,0.104696,0.0900302,0.0900302,1.39311e-08,0.0900302,1.39311e-08,0.337673
0.0326436,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.013264,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.143884,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.124505,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.105125,0.774374,2.40185e-09,2.40185e-09,0.28796,0.240476,0.240476,-1.96272e-08,0.240476,-1.96272e-08,0.78946
0.0857454,0.525491,2.34569e-09,2.34569e-09,0.200174,0.174308,0.174308,6.54207e-09,0.174308,6.54207e-09,0.595832
0.0663657,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0469861,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0276064,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.158227,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.138847,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.119467,0.975022,-4.06677e-09,-4.06677e-09,0.387677,0.297368,0.297368,5.10492e-09,0.297368,5.10492e-09,1.00535
0.100088,0.699053,2.33725e-09,2.33725e-09,0.272306,0.228098,0.228098,-1.96688e-08,0.228098,-1.96688e-08,0.772005
0.0807081,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0613285,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0419488,0.246406,-5.52506e-09,-5.52506e-09,0.0741923,0.0611178,0.0611178,1.38967e-08,0.0611178,1.38967e-08,0.235536
0.0225692,0.0821064,1.68535e-09,1.68535e-09,0.0344602,0.0314782,0.0314782,-7.12091e-09,0.0314782,-7.12091e-09,0.125498
0.15319,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.13381,1.16233,-3.43558e-09,-3.43558e-09,0.472933,0.340594,0.340594,2.77337e-09,0.340594,2.77337e-09,1.1556
0.11443,0.88469,-6.12005e-10,-6.12005e-10,0.343144,0.277514,0.277514,1.26881e-08,0.277514,1.26881e-08,0.917939
0.0950506,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0756709,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0562913,0.354968,6.26165e-10,6.26165e-10,0.118865,0.0960899,0.0960899,-1.74149e-08,0.0960899,-1.74149e-08,0.36118
0.0369116,0.173542,8.05029e-10,8.05029e-10,0.068959,0.0586085,0.0586085,-4.05529e-09,0.0586085,-4.05529e-09,0.232663
0.0175319,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.148152,1.26976,2.98964e-10,2.98963e-10,0.530354,0.364892,0.364892,-2.89614e-09,0.364892,-2.89614e-09,1.25727
0.128773,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.109393,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0900133,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0706337,0.47008,2.11425e-09,2.11425e-09,0.163125,0.137639,0.137639,-1.0445e-08,0.137639,-1.0445e-08,0.480813
0.051254,0.270689,-5.24318e-09,-5.24318e-09,0.104696,0.0900302,0.0900302,1.39311e-08,0.0900302,1.39311e-08,0.337673
0.0318744,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0124947,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.143115,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.123735,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.104356,0.774374,2.40185e-09,2.40185e-09,0.28796,0.240476,0.240476,-1.96272e-08,0.240476,-1.96272e-08,0.78946
0.0849761,0.525491,2.34569e-09,2.34569e-09,0.200174,0.174308,0.174308,6.54207e-09,0.174308,6.54207e-09,0.595832
0.0655964,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0462168,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0268371,0.157118,-3.85997e-09,-3.85997e-09,0.0398643,0.0329466,0.0329466,1.93875e-08,0.0329466,1.93875e-08,0.133116
0.157457,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.138078,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.118698,0.975022,-4.06677e-09,-4.06677e-09,0.387677,0.297368,0.297368,5.10492e-09,0.297368,5.10492e-09,1.00535
0.0993185,0.699053,2.33725e-09,2.33725e-09,0.272306,0.228098,0.228098,-1.96688e-08,0.228098,-1.96688e-08,0.772005
0.0799389,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0605592,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0411796,0.246406,-5.52506e-09,-5.52506e-09,0.0741923,0.0611178,0.0611178,1.38967e-08,0.0611178,1.38967e-08,0.235536
0.0217999,0.0821064,1.68535e-09,1.68535e-09,0.0344602,0.0314782,0.0314782,-7.12091e-09,0.0314782,-7.12091e-09,0.125498
0.15242,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.133041,1.16233,-3.43558e-09,-3.43558e-09,0.472933,0.340594,0.340594,2.77337e-09,0.340594,2.77337e-09,1.1556
0.113661,0.88469,-6.12005e-10,-6.12005e-10,0.343144,0.277514,0.277514,1.26881e-08,0.277514,1.26881e-08,0.917939
0.0942813,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0749016,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.055522,0.354968,6.26165e-10,6.26165e-10,0.118865,0.0960899,0.0960899,-1.74149e-08,0.0960899,-1.74149e-08,0.36118
0.0361423,0.173542,8.05029e-10,8.05029e-10,0.068959,0.0586085,0.0586085,-4.05529e-09,0.0586085,-4.05529e-09,0.232663
0.0167627,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.147383,1.26976,2.98964e-10,2.98963e-10,0.530354,0.364892,0.364892,-2.89614e-09,0.364892,-2.89614e-09,1.25727
0.128003,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.108624,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0892441,0.617381,5.47652e-10,5.47652e-10,0.22645,0.188912,0.188912,-4.45877e-09,0.188912,-4.45877e-09,0.646315
0.0698644,0.39353,4.95836e-09,4.95836e-09,0.153707,0.12968,0.12968,7.52508e-10,0.12968,7.52508e-10,0.473056
0.0504848,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0311051,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0117254,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.142346,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.122966,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.103586,0.774374,2.40185e-09,2.40185e-09,0.28796,0.240476,0.240476,-1.96272e-08,0.240476,-1.96272e-08,0.78946
0.0842068,0.525491,2.34569e-09,2.34569e-09,0.200174,0.174308,0.174308,6.54207e-09,0.174308,6.54207e-09,0.595832
0.0648272,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0454475,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0260679,0.157118,-3.85997e-09,-3.85997e-09,0.0398643,0.0329466,0.0329466,1.93875e-08,0.0329466,1.93875e-08,0.133116
0.156688,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.137309,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.117929,0.975022,-4.06677e-09,-4.06677e-09,0.387677,0.297368,0.297368,5.10492e-09,0.297368,5.10492e-09,1.00535
0.0985493,0.699053,2.33725e-09,2.33725e-09,0.272306,0.228098,0.228098,-1.96688e-08,0.228098,-1.96688e-08,0.772005
0.0791696,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.05979,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0404103,0.246406,-5.52506e-09,-5.52506e-09,0.0741923,0.0611178,0.0611178,1.38967e-08,0.0611178,1.38967e-08,0.235536
0.0210306,0.0821064,1.68535e-09,1.68535e-09,0.0344602,0.0314782,0.0314782,-7.12091e-09,0.0314782,-7.12091e-09,0.125498
0.151651,1.31377,6.29861e-10,6.29861e-10,0.557809,0.376165,0.376165,-4.22428e-10,0.376165,-4.22428e-10,1.3137
0.132271,1.10503,-4.98047e-09,-4.98047e-09,0.453534,0.330163,0.330163,4.60433e-09,0.330163,4.60433e-09,1.13175
0.112892,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.093512,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0741324,0.47008,2.11425e-09,2.11425e-09,0.163125,0.137639,0.137639,-1.0445e-08,0.137639,-1.0445e-08,0.480813
0.0547527,0.354968,6.26165e-10,6.26165e-10,0.118865,0.0960899,0.0960899,-1.74149e-08,0.0960899,-1.74149e-08,0.36118
0.0353731,0.173542,8.05029e-10,8.05029e-10,0.068959,0.0586085,0.0586085,-4.05529e-09,0.0586085,-4.05529e-09,0.232663
0.0159934,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.146614,1.26976,2.98964e-10,2.98963e-10,0.530354,0.364892,0.364892,-2.89614e-09,0.364892,-2.89614e-09,1.25727
0.127234,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.107854,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0884748,0.617381,5.47652e-10,5.47652e-10,0.22645,0.188912,0.188912,-4.45877e-09,0.188912,-4.45877e-09,0.646315
0.0690951,0.39353,4.95836e-09,4.95836e-09,0.153707,0.12968,0.12968,7.52508e-10,0.12968,7.52508e-10,0.473056
0.0497155,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0303358,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0109562,0.07245,-6.22318e-08,-6.22318e-08,0.00927307,0.00834487,0.00834487,-8.48318e-08,0.00834487,-8.48318e-08,0.0335607
0.141577,1.22843,-6.00637e-10,-6.00637e-10,0.514607,0.356995,0.356995,-5.3035e-09,0.356995,-5.3035e-09,1.23808
0.122197,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.102817,0.774374,2.40185e-09,2.40185e-09,0.28796,0.240476,0.240476,-1.96272e-08,0.240476,-1.96272e-08,0.78946
0.0834376,0.525491,2.34569e-09,2.34569e-09,0.200174,0.174308,0.174308,6.54207e-09,0.174308,6.54207e-09,0.595832
0.0640579,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.0446783,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0252986,0.157118,-3.85997e-09,-3.85997e-09,0.0398643,0.0329466,0.0329466,1.93875e-08,0.0329466,1.93875e-08,0.133116
0.155919,1.33465,7.59826e-10,7.59826e-10,0.566633,0.380414,0.380414,-4.65207e-10,0.380414,-4.65207e-10,1.32372
0.136539,1.16233,-3.43558e-09,-3.43558e-09,0.472933,0.340594,0.340594,2.77337e-09,0.340594,2.77337e-09,1.1556
0.11716,0.88469,-6.12005e-10,-6.12005e-10,0.343144,0.277514,0.277514,1.26881e-08,0.277514,1.26881e-08,0.917939
0.09778,0.699053,2.33725e-09,2.33725e-09,0.272306,0.228098,0.228098,-1.96688e-08,0.228098,-1.96688e-08,0.772005
0.0784003,0.502533,4.58677e-09,4.58677e-09,0.187685,0.157664,0.157664,3.38198e-09,0.157664,3.38198e-09,0.554638
0.0590207,0.367563,5.90176e-09,5.90176e-09,0.132267,0.112207,0.112207,-9.26913e-09,0.112207,-9.26913e-09,0.405642
0.039641,0.246406,-5.52506e-09,-5.52506e-09,0.0741923,0.0611178,0.0611178,1.38967e-08,0.0611178,1.38967e-08,0.235536
0.0202614,0.0821064,1.68535e-09,1.68535e-09,0.0344602,0.0314782,0.0314782,-7.12091e-09,0.0314782,-7.12091e-09,0.125498
0.150882,1.31377,6.29861e-10,6.29861e-10,0.557809,0.376165,0.376165,-4.22428e-10,0.376165,-4.22428e-10,1.3137
0.131502,1.10503,-4.98047e-09,-4.98047e-09,0.453534,0.330163,0.330163,4.60433e-09,0.330163,4.60433e-09,1.13175
0.112122,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0927428,0.647046,-4.03948e-09,-4.03948e-09,0.240685,0.206479,0.206479,-1.08622e-08,0.206479,-1.08622e-08,0.686643
0.0733631,0.47008,2.11425e-09,2.11425e-09,0.163125,0.137639,0.137639,-1.0445e-08,0.137639,-1.0445e-08,0.480813
0.0539835,0.270689,-5.24318e-09,-5.24318e-09,0.104696,0.0900302,0.0900302,1.39311e-08,0.0900302,1.39311e-08,0.337673
0.0346038,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0152241,0.0784969,4.82359e-10,4.82359e-10,0.0227515,0.0203254,0.0203254,-1.59293e-08,0.0203254,-1.59293e-08,0.082043
0.145844,1.26976,2.98964e-10,2.98963e-10,0.530354,0.364892,0.364892,-2.89614e-09,0.364892,-2.89614e-09,1.25727
0.126465,1.02868,-6.01731e-10,-6.01731e-10,0.407077,0.310625,0.310625,-2.57729e-10,0.310625,-2.57729e-10,1.03705
0.107085,0.83554,-1.34143e-09,-1.34143e-09,0.326003,0.262947,0.262947,1.74646e-08,0.262947,1.74646e-08,0.883274
0.0877055,0.617381,5.47652e-10,5.47652e-10,0.22645,0.188912,0.188912,-4.45877e-09,0.188912,-4.45877e-09,0.646315
0.0683259,0.39353,4.95836e-09,4.95836e-09,0.153707,0.12968,0.12968,7.52508e-10,0.12968,7.52508e-10,0.473056
0.0489462,0.261865,3.96642e-09,3.96642e-09,0.0924916,0.0759987,0.0759987,8.43598e-09,0.0759987,8.43598e-09,0.293876
0.0295666,0.162162,-1.1442e-09,-1.1442e-09,0.052887,0.0454245,0.0454245,2.30071e-08,0.0454245,2.30071e-08,0.178358
0.0101869,0.07245,-6.22318e-08,-6.22318e-08,0.00927309,0.00834487,0.00834487,-9.72635e-08,0.00834487,-9.72635e-08,0.0335606
