w, grad11, grad21, grad12, grad22,P11, P21, P12, P22, c11, c12, c13, c14, c21, c22, c23, c24, c31, c32, c33, c34, c41, c42, c43, c44
0.000368098,-0.00253875,0.152072,-0.127568,0.000717364,0.0152813,0.0115323,0.00691211,0.0177322,1.30483,0.117306,-0.139839,0.549132,0.117306,0.399569,0.350267,0.116925,-0.139839,0.350267,0.405866,-0.139384,0.549132,0.116925,-0.139384,1.29886
0.78409,-0.0019906,0.148851,-0.128439,0.000159421,0.00245178,0.000525591,-0.000142788,0.00235447,0.242761,0.0351041,-0.00405216,0.027077,0.0351041,0.0154919,0.00706262,0.00560873,-0.00405218,0.00706262,0.0138182,-0.0296957,0.027077,0.00560872,-0.0296958,0.244553
0.667812,-0.00144246,0.14563,-0.129446,-0.00137103,0.00411781,0.00113317,7.04976e-05,0.00356487,0.396882,0.0530617,-0.012787,0.0702234,0.0530618,0.0448415,0.030953,0.0156147,-0.0127869,0.030953,0.0424191,-0.0465472,0.0702234,0.0156147,-0.0465472,0.399999
0.551534,-0.00306539,0.151474,-0.125023,0.00120148,0.00530336,0.00275577,0.00118024,0.0060976,0.523678,0.0684738,-0.0231287,0.118795,0.0684738,0.0881211,0.0683813,0.0296908,-0.0231287,0.0683813,0.0845951,-0.0553845,0.118796,0.0296909,-0.0553845,0.526914
0.435256,-0.00361539,0.148792,-0.126303,0.00110254,0.00689237,0.00458312,0.00244089,0.00868897,0.71938,0.0814215,-0.0480348,0.211865,0.0814215,0.172744,0.146314,0.0525486,-0.0480348,0.146314,0.17059,-0.0725014,0.211865,0.0525485,-0.0725014,0.7203
0.318978,-0.0041654,0.14611,-0.129644,0.00305353,0.00947272,0.00572942,0.00254828,0.0136176,0.941795,0.0937887,-0.081483,0.33363,0.0937887,0.271821,0.236558,0.078929,-0.0814829,0.236558,0.272413,-0.0937143,0.33363,0.078929,-0.0937144,0.935688
0.202701,-0.00550018,0.00901338,-0.00248766,0.000232377,-0.00643605,0.00217732,0.00222872,-0.00236486,1.20052,0.00313818,-0.00672856,0.485432,0.00313815,0.335386,0.339863,0.00280706,-0.00672859,0.339863,0.335628,-0.0067742,0.485432,0.00280704,-0.00677422,1.19121
0.0864226,-0.00613513,0.0263752,-0.0117622,0.0010381,-0.00717827,0.00539302,0.00556408,-0.00175061,1.31846,0.0116222,-0.0243322,0.554883,0.0116222,0.372825,0.376885,0.0113558,-0.0243322,0.376885,0.373361,-0.02424,0.554883,0.0113558,-0.02424,1.30521
0.870145,-0.00677008,0.043737,-0.0221612,0.00185493,-0.000801233,-7.77503e-06,2.1829e-05,0.000246029,0.141981,0.00644932,-1.25724e-05,0.00905303,0.00644935,0.000766451,0.00126164,0.000648821,-1.25449e-05,0.00126162,0.00155851,-0.00287983,0.00905302,0.000648822,-0.00287983,0.140434
0.753867,-0.0147686,0.0110482,-0.00283374,0.000987815,-0.00428772,4.39096e-05,9.12876e-05,-0.000262907,0.297785,0.00347731,7.25621e-05,0.0378509,0.00347732,0.00682919,0.0109642,0.000763526,7.257e-05,0.0109642,0.0105293,-0.000579946,0.0378509,0.000763504,-0.000579968,0.290589
0.637589,-0.0162622,0.0279851,-0.0129546,0.00382676,-0.00694865,0.000465974,0.000645513,0.000376057,0.465277,0.0129084,-0.00101249,0.0895732,0.0129084,0.0367458,0.0425128,0.00451987,-0.00101254,0.0425128,0.0421219,-0.00454454,0.0895732,0.0045199,-0.00454451,0.452097
0.521311,-0.0177558,0.044922,-0.0236684,0.00580487,-0.00915554,0.00156384,0.0019079,0.00119923,0.604251,0.0246583,-0.0048082,0.146858,0.0246582,0.0827905,0.0885748,0.0116921,-0.00480826,0.0885748,0.0881589,-0.01082,0.146858,0.0116922,-0.0108199,0.585749
0.405033,-0.025149,0.0155521,-0.00317982,0.00174325,-0.0199552,0.00200589,0.00227768,-0.00498883,0.831161,0.00946656,-0.00251089,0.25852,0.00946659,0.166227,0.181517,0.00605114,-0.00251087,0.181517,0.17171,-0.00294194,0.25852,0.00605117,-0.00294191,0.801175
0.288755,-0.0269698,0.0311922,-0.0141469,0.00661542,-0.025365,0.00437305,0.00506071,-0.00338571,1.0736,0.0178066,-0.0172524,0.394104,0.0178065,0.270407,0.285829,0.0142594,-0.0172524,0.285829,0.273713,-0.0178822,0.394104,0.0142596,-0.0178821,1.02651
0.172477,-0.0287905,0.0468323,-0.0251755,0.00975481,-0.0292074,0.00680167,0.0079327,-0.00144551,1.24472,0.0266786,-0.0375795,0.491077,0.0266786,0.333728,0.348078,0.0239697,-0.0375795,0.348078,0.336024,-0.0370135,0.491077,0.0239697,-0.0370135,1.18066
0.0561993,-0.00678582,0.0517852,-0.0284894,0.00221042,-0.00639127,0.00875754,0.00899534,0.000486581,1.33998,0.0276198,-0.0492352,0.56663,0.0276198,0.380357,0.381119,0.0272348,-0.0492352,0.381119,0.382117,-0.048871,0.56663,0.0272348,-0.048871,1.32297
0.839921,-0.00688792,0.0632621,-0.0390496,0.00257551,-0.00081819,1.06192e-05,4.16032e-05,0.00052744,0.177947,0.0115493,-0.000328286,0.0141379,0.0115493,0.00251057,0.00251844,0.00137068,-0.000328281,0.00251844,0.00328975,-0.00643645,0.0141379,0.00137073,-0.00643639,0.176154
0.723643,-0.00699001,0.074739,-0.0495141,0.00289016,-0.00120014,0.000342193,0.000369642,0.00118728,0.329898,0.0244398,-0.002388,0.0474395,0.0244398,0.0175787,0.0165009,0.00562911,-0.00238799,0.0165009,0.0184125,-0.0144722,0.0474395,0.00562908,-0.0144722,0.32697
0.607365,-0.0178397,0.0525025,-0.0302729,0.0065514,-0.00757182,0.000905219,0.00122435,0.0017917,0.509134,0.0256473,-0.00382571,0.106208,0.0256473,0.0508261,0.0554793,0.00984799,-0.00382573,0.0554793,0.0564707,-0.0119716,0.106208,0.00984785,-0.0119717,0.492974
0.491088,-0.0175486,0.0636146,-0.0414272,0.00725602,-0.00874878,0.00202631,0.00241963,0.0026581,0.651382,0.0358063,-0.011169,0.169357,0.0358063,0.105196,0.108266,0.0185079,-0.011169,0.108266,0.109806,-0.0210204,0.169357,0.0185081,-0.0210202,0.631581
0.37481,-0.0172575,0.0747267,-0.0518908,0.00728148,-0.0103353,0.00429051,0.00477416,0.00346636,0.868839,0.046266,-0.0296818,0.283831,0.0462661,0.203354,0.203531,0.0329115,-0.0296817,0.203531,0.206128,-0.0371373,0.283831,0.0329116,-0.0371373,0.843482
0.258532,-0.0297849,0.0538736,-0.0320565,0.0108924,-0.0269863,0.00592673,0.00711095,0.000487952,1.1339,0.033565,-0.035874,0.426311,0.0335651,0.294905,0.307042,0.0283903,-0.035874,0.307042,0.298239,-0.0365678,0.426311,0.0283903,-0.0365678,1.07416
0.142254,-0.0285058,0.0639922,-0.0438047,0.0119365,-0.0272687,0.00648125,0.0078392,0.00248169,1.28713,0.0431473,-0.0558678,0.515145,0.0431473,0.351243,0.359693,0.0399551,-0.0558678,0.359693,0.353668,-0.0546506,0.515145,0.0399551,-0.0546506,1.21711
0.0259759,-0.0272267,0.0741108,-0.0542675,0.0116728,-0.0265948,0.00698372,0.00846439,0.00371018,1.39537,0.0543332,-0.0740461,0.57744,0.0543332,0.386426,0.391074,0.0522087,-0.0740461,0.391074,0.38895,-0.0712273,0.57744,0.0522087,-0.0712273,1.31915
0.809698,-0.00681331,0.0804398,-0.0554172,0.00293841,-0.000673808,6.21928e-05,6.62896e-05,0.000892963,0.214027,0.0174477,-0.00095309,0.0203956,0.0174478,0.00537253,0.00445558,0.0024412,-0.000953044,0.00445558,0.00598502,-0.0110088,0.0203956,0.0024412,-0.0110088,0.212196
0.69342,-0.00661365,0.0894312,-0.064871,0.00284263,-0.000699864,0.000537926,0.000484085,0.00171876,0.368254,0.0319389,-0.00448397,0.0590072,0.0319389,0.0261953,0.0232566,0.00834211,-0.00448396,0.0232566,0.0265167,-0.0211394,0.0590072,0.00834209,-0.0211395,0.365744
0.577142,-0.00641399,0.0984227,-0.0736592,0.00277859,-0.000304998,0.00180726,0.00160549,0.00292884,0.538521,0.0470865,-0.0134019,0.122546,0.0470865,0.0767534,0.0702507,0.0201547,-0.013402,0.0702507,0.0762652,-0.032995,0.122546,0.0201547,-0.032995,0.535527
0.460864,-0.0165704,0.0802397,-0.057665,0.00707965,-0.00776039,0.00257866,0.00293054,0.00359548,0.699219,0.0462327,-0.0191021,0.193808,0.0462327,0.130104,0.129568,0.026209,-0.0191021,0.129568,0.13343,-0.0316987,0.193808,0.0262091,-0.0316986,0.680099
0.344586,-0.0157023,0.0892199,-0.0670569,0.00676403,-0.0083415,0.0048176,0.00513053,0.00478612,0.921975,0.0564893,-0.042668,0.314899,0.0564894,0.231734,0.226964,0.0431943,-0.0426679,0.226964,0.233802,-0.0505686,0.314899,0.0431944,-0.0505685,0.897779
0.228308,-0.0148342,0.0982001,-0.0757776,0.00639422,-0.00805327,0.00703503,0.00718863,0.00642553,1.14887,0.0673253,-0.0728466,0.446748,0.0673253,0.323609,0.313603,0.0612513,-0.0728466,0.313603,0.326124,-0.0749544,0.446748,0.0612513,-0.0749544,1.11798
0.11203,-0.0262685,0.0798627,-0.0599128,0.0112209,-0.0236098,0.00663685,0.00799131,0.00445755,1.31845,0.0581932,-0.0732243,0.534972,0.0581932,0.365995,0.36792,0.0549729,-0.0732243,0.36792,0.368698,-0.0713452,0.534972,0.0549729,-0.0713452,1.25114
0.895753,-0.0247262,0.0887458,-0.0692429,0.0106854,-0.00213372,-0.000186137,-7.79704e-05,0.00125108,0.107446,0.0104659,0.0001292,0.00512679,0.010466,-0.000818256,0.000364907,0.000549579,0.000129341,0.000364877,0.0020488,-0.00686381,0.00512683,0.000549585,-0.0068638,0.102482
0.779475,-0.0231839,0.0976289,-0.0778959,0.0100098,-0.00430417,-0.000263832,-5.03871e-05,0.0027394,0.256985,0.025879,-0.00224272,0.0281357,0.025879,0.00572454,0.00697925,0.00402508,-0.00224271,0.00697925,0.0110401,-0.0177372,0.0281357,0.00402506,-0.0177372,0.245853
0.663197,-0.00628109,0.103165,-0.0784636,0.00273073,-2.57509e-05,0.00083026,0.000638913,0.00238383,0.407146,0.0398233,-0.00722818,0.0719676,0.0398233,0.0370691,0.0317367,0.0118368,-0.00722811,0.0317367,0.0367634,-0.0280182,0.0719676,0.0118368,-0.0280182,0.405213
0.546919,-0.00605974,0.110519,-0.0861918,0.00261194,0.000649419,0.00188438,0.00148794,0.00358926,0.535848,0.0522805,-0.0158356,0.121847,0.0522804,0.0789021,0.0698843,0.0223768,-0.0158356,0.0698843,0.077924,-0.0386162,0.121847,0.0223768,-0.0386162,0.533751
0.430641,-0.00583839,0.117873,-0.0932634,0.0024965,0.00189648,0.00416513,0.00338175,0.00565151,0.731619,0.0661484,-0.0364055,0.216419,0.0661484,0.164777,0.14983,0.0420049,-0.0364054,0.14983,0.16361,-0.0549206,0.216419,0.0420049,-0.0549206,0.728337
0.314363,-0.0143124,0.102913,-0.0805457,0.00616487,-0.00607831,0.00558966,0.00559063,0.00633302,0.974928,0.0665986,-0.056635,0.3462,0.0665986,0.259293,0.248909,0.0541636,-0.056635,0.248909,0.26106,-0.0640984,0.3462,0.0541635,-0.0640985,0.951811
0.198085,-0.0134465,0.110267,-0.0882356,0.00577922,-0.00504776,0.00752928,0.0072002,0.00841866,1.19249,0.0785096,-0.08777,0.473362,0.0785096,0.343347,0.32675,0.0734605,-0.08777,0.32675,0.346307,-0.089021,0.473362,0.0734605,-0.089021,1.16294
0.0818071,-0.0125807,0.117621,-0.0952931,0.00539002,-0.00307537,0.00867005,0.00789236,0.0103659,1.3049,0.0891099,-0.107684,0.539807,0.0891099,0.38144,0.359031,0.0867786,-0.107684,0.359031,0.385607,-0.1064,0.539807,0.0867786,-0.1064,1.27265
0.865529,-0.0222935,0.102397,-0.0826277,0.00959901,-0.00229107,-0.000212622,-0.000109088,0.00165624,0.143166,0.0154448,-0.000505824,0.0089552,0.0154448,0.000551433,0.0011211,0.00130084,-0.000505795,0.0011211,0.00364988,-0.0107723,0.00895522,0.00130082,-0.0107723,0.137243
0.749251,-0.0208071,0.109744,-0.0902795,0.00894649,-0.00382335,-0.00017147,-3.7206e-05,0.00320367,0.293536,0.0326162,-0.00374174,0.0368589,0.0326161,0.0114713,0.0108328,0.00599529,-0.00374175,0.0108328,0.0161892,-0.0234585,0.0368589,0.00599524,-0.0234586,0.282808
0.632973,-0.0193208,0.117091,-0.0973227,0.00828354,-0.00457167,0.000448593,0.000501278,0.0048272,0.455814,0.0506048,-0.0116591,0.0869167,0.0506048,0.0458828,0.0416817,0.0165572,-0.0116591,0.0416817,0.0502606,-0.0371184,0.0869167,0.0165571,-0.0371185,0.441681
0.516695,-0.005713,0.121686,-0.0970813,0.00242835,0.00178203,0.0025045,0.00181722,0.00465283,0.579463,0.0601346,-0.0219113,0.141595,0.0601346,0.0993002,0.0866294,0.0287667,-0.0219114,0.0866294,0.0977246,-0.0464479,0.141595,0.0287667,-0.0464479,0.578038
0.400417,-0.00547062,0.127439,-0.103129,0.00229344,0.00343572,0.00494076,0.00373399,0.00711083,0.782562,0.0734567,-0.0467931,0.244021,0.0734568,0.191716,0.172246,0.0507018,-0.0467931,0.172246,0.190606,-0.0646391,0.244021,0.0507018,-0.0646392,0.779428
0.28414,-0.00522824,0.133193,-0.108519,0.0021369,0.00576305,0.00775799,0.00583217,0.0101843,1.00757,0.0859016,-0.0811168,0.37134,0.0859016,0.290261,0.262865,0.0747523,-0.0811168,0.262865,0.291552,-0.0893547,0.37134,0.0747523,-0.0893547,1.0009
0.167862,-0.0120865,0.121426,-0.0991082,0.00516192,-0.00179761,0.00826099,0.00729479,0.010564,1.23048,0.088976,-0.101952,0.496706,0.088976,0.360349,0.336828,0.0849649,-0.101952,0.336828,0.363963,-0.102327,0.496706,0.0849649,-0.102327,1.20258
0.0515837,-0.011203,0.12716,-0.105166,0.0047583,0.000410921,0.00902776,0.00752798,0.0124619,1.32004,0.0987211,-0.118474,0.549841,0.0987211,0.390036,0.3608,0.0968492,-0.118474,0.3608,0.394697,-0.116864,0.549841,0.0968492,-0.116864,1.2907
0.835306,-0.0103194,0.132894,-0.1106,0.00433731,-0.000111339,4.94797e-05,-0.000135826,0.00180995,0.174383,0.0233886,-0.00149545,0.0137818,0.0233886,0.00578417,0.00243642,0.00250991,-0.00149545,0.00243642,0.00640155,-0.0181946,0.0137818,0.00250994,-0.0181945,0.172344
0.719028,-0.0184544,0.120896,-0.101135,0.00789549,-0.00306336,7.03186e-06,-4.34976e-07,0.0037345,0.330302,0.0396339,-0.00571566,0.0468458,0.0396339,0.0190456,0.0159708,0.00854677,-0.00571566,0.0159708,0.0228944,-0.0294472,0.0468458,0.00854676,-0.0294473,0.320423
0.60275,-0.016962,0.126615,-0.107204,0.00722316,-0.00317495,0.000858543,0.000646042,0.00555267,0.495869,0.0577024,-0.0161222,0.102939,0.0577024,0.0620193,0.0541406,0.021467,-0.0161222,0.0541406,0.0650679,-0.0440733,0.102939,0.021467,-0.0440733,0.483333
0.486472,-0.0154697,0.132333,-0.11268,0.00653771,-0.00235675,0.00214969,0.00160129,0.00724665,0.63387,0.0704733,-0.030616,0.163878,0.0704732,0.118625,0.104987,0.0367835,-0.030616,0.104987,0.120247,-0.0565696,0.163878,0.0367835,-0.0565696,0.620046
0.370194,-0.00507691,0.136086,-0.111357,0.00204712,0.00512863,0.00589222,0.00419121,0.00866208,0.834833,0.0804325,-0.057983,0.273063,0.0804325,0.218906,0.194663,0.0597889,-0.057983,0.194663,0.21806,-0.0743456,0.273063,0.0597889,-0.0743456,0.831861
0.253916,-0.00476489,0.140287,-0.115667,0.00186524,0.00781989,0.00856153,0.00602841,0.0119658,1.05927,0.0931227,-0.0936703,0.401866,0.0931227,0.313184,0.280544,0.0842115,-0.0936703,0.280544,0.31531,-0.100151,0.401866,0.0842115,-0.100151,1.05254
0.137638,-0.00445286,0.144488,-0.11924,0.0016154,0.0105644,0.0107118,0.00734465,0.0149375,1.24232,0.10597,-0.123939,0.510305,0.10597,0.376834,0.336375,0.103673,-0.123939,0.336375,0.381967,-0.124636,0.510305,0.103673,-0.124636,1.23257
0.0213603,-0.00979258,0.135779,-0.113474,0.0040775,0.00384997,0.0095916,0.00731469,0.0143681,1.32597,0.106555,-0.127345,0.554558,0.106555,0.395607,0.360029,0.105026,-0.127345,0.360029,0.400784,-0.125637,0.554558,0.105026,-0.125637,1.30016
0.805082,-0.00878312,0.139931,-0.117898,0.00359629,0.000424167,0.000171468,-0.000154659,0.00225469,0.209533,0.0292373,-0.00250455,0.0198926,0.0292373,0.00938039,0.00431048,0.00385509,-0.00250451,0.00431048,0.00958128,-0.0232404,0.0198926,0.00385509,-0.0232404,0.207939
0.688804,-0.00777365,0.144082,-0.121664,0.00308318,0.00150814,0.000794967,7.99369e-05,0.00403823,0.360456,0.0493655,-0.00912409,0.0574803,0.0493655,0.0331029,0.0226171,0.0126282,-0.00912406,0.0226171,0.0324828,-0.0393726,0.0574803,0.0126282,-0.0393726,0.35887
0.572527,-0.0145831,0.135155,-0.115592,0.00610788,-0.00151319,0.00139852,0.000844899,0.00633765,0.536992,0.0644932,-0.0214429,0.120655,0.0644932,0.0806489,0.0687071,0.0271666,-0.0214429,0.0687071,0.0823218,-0.0509207,0.120655,0.0271666,-0.0509207,0.526422
0.456249,-0.0129546,0.139293,-0.12013,0.00532734,-0.000142589,0.00282182,0.00181025,0.00820139,0.6799,0.0763816,-0.0388095,0.187498,0.0763816,0.143668,0.125328,0.0442318,-0.0388095,0.125328,0.144256,-0.0642175,0.187498,0.0442318,-0.0642174,0.668373
0.339971,-0.0113261,0.14343,-0.124088,0.00455096,0.0022209,0.00522521,0.00344382,0.0111855,0.896487,0.0902717,-0.0715134,0.304053,0.0902717,0.244693,0.216949,0.0710482,-0.0715134,0.216949,0.245471,-0.0858621,0.304053,0.0710481,-0.0858622,0.881981
0.223693,-0.00417935,0.146553,-0.120958,0.00152024,0.00993617,0.00963972,0.0064849,0.0136287,1.10839,0.0995644,-0.105645,0.431181,0.0995644,0.333733,0.296139,0.0927663,-0.105645,0.296139,0.336858,-0.110429,0.431181,0.0927663,-0.110429,1.10204
0.107415,-0.00394181,0.148965,-0.123201,0.00146421,0.0124432,0.0113962,0.00746472,0.0164125,1.26975,0.111044,-0.131881,0.527005,0.111044,0.387042,0.34253,0.109576,-0.131881,0.34253,0.392917,-0.131934,0.527005,0.109576,-0.131934,1.26056
0.891137,-0.00370428,0.151376,-0.124571,0.00137297,0.000842685,0.000146262,-0.000104267,0.000983917,0.101296,0.0153475,-0.000503117,0.0048782,0.0153475,0.00387481,0.000565514,0.00102641,-0.000503128,0.000565504,0.00315017,-0.0122936,0.0048782,0.00102644,-0.0122936,0.101935
0.774859,-0.00704662,0.146216,-0.123562,0.00273112,0.00117686,0.000357538,-0.000148958,0.00268939,0.244922,0.0352354,-0.0038169,0.0271959,0.0352354,0.0141874,0.00704389,0.00561689,-0.0038169,0.00704389,0.0137061,-0.0283513,0.027196,0.00561688,-0.0283514,0.244232
0.658581,-0.0059395,0.14875,-0.126184,0.00223609,0.00271006,0.0011873,0.000197496,0.00459006,0.398689,0.0551174,-0.0121602,0.0702115,0.0551175,0.0442597,0.0309644,0.0162733,-0.0121601,0.0309644,0.0427188,-0.0446624,0.0702115,0.0162733,-0.0446624,0.3986
0.542303,-0.00483238,0.151285,-0.12794,0.00202168,0.00498273,0.0029382,0.00125443,0.00713791,0.570792,0.0726203,-0.028856,0.138887,0.0726202,0.106142,0.0850055,0.0350334,-0.0288561,0.0850055,0.103613,-0.0603816,0.138887,0.0350334,-0.0603816,0.571376
0.426025,-0.0102905,0.145282,-0.126166,0.00394199,0.0023736,0.00360579,0.002065,0.00912053,0.72751,0.0818148,-0.0478047,0.213029,0.0818148,0.169986,0.146816,0.0521624,-0.0478047,0.146816,0.169759,-0.0717943,0.213029,0.0521624,-0.0717943,0.71881
0.309747,-0.00831989,0.148255,-0.129168,0.00300796,0.0056966,0.00602743,0.00353184,0.0123116,0.947644,0.0955907,-0.0826741,0.334851,0.0955907,0.270925,0.237775,0.0798378,-0.0826741,0.237775,0.271786,-0.0947516,0.334851,0.0798377,-0.0947517,0.937043
0.193469,-0.00634931,0.151228,-0.131309,0.00267038,0.0101433,0.00845926,0.00471765,0.0163077,1.15743,0.109954,-0.11718,0.458251,0.109954,0.352726,0.309162,0.104542,-0.11718,0.309162,0.356052,-0.120134,0.458251,0.104542,-0.120134,1.14474
0.0771915,-0.00351832,0.151635,-0.125257,0.00191407,0.0140675,0.0120349,0.00757642,0.0181105,1.28979,0.114071,-0.137141,0.539136,0.114071,0.394097,0.346515,0.113112,-0.137141,0.346515,0.400557,-0.136698,0.539136,0.113112,-0.136698,1.28014
0.860914,-0.00413673,0.148983,-0.125654,0.00264258,0.00105268,0.000192715,-0.000155753,0.00152204,0.136143,0.0202268,-0.00103322,0.00866946,0.0202268,0.00558127,0.00126865,0.00174437,-0.00103324,0.00126865,0.00499802,-0.0164954,0.00866946,0.00174439,-0.0164954,0.136404
0.744636,-0.00475515,0.146331,-0.12426,0.00144242,0.00200349,0.00056362,-8.85988e-05,0.00286894,0.281336,0.0398899,-0.00535042,0.0358426,0.0398899,0.0197583,0.010869,0.00755238,-0.00535041,0.010869,0.0184963,-0.032627,0.0358426,0.00755234,-0.032627,0.281939
0.628358,-0.00448353,0.152863,-0.128458,0.00218286,0.00395924,0.00172042,0.00041036,0.00541992,0.438001,0.060771,-0.015549,0.084445,0.060771,0.0575147,0.0412715,0.0205971,-0.015549,0.0412715,0.055074,-0.0491332,0.084445,0.0205971,-0.0491333,0.439255
0.51208,-0.00439451,0.149854,-0.129284,0.00355352,0.00591597,0.00326238,0.00120896,0.00888165,0.618205,0.0753711,-0.0350005,0.16078,0.0753711,0.127087,0.103728,0.0403836,-0.0350005,0.103728,0.125307,-0.0646217,0.16078,0.0403836,-0.0646217,0.616898
0.395802,-0.00430548,0.146844,-0.130487,0.00613793,0.00821311,0.00436689,0.00138826,0.013375,0.772992,0.0838802,-0.0564785,0.239117,0.0838802,0.198406,0.168329,0.0586958,-0.0564785,0.168329,0.198179,-0.0775824,0.239117,0.0586958,-0.0775824,0.766367
0.279524,-0.00479495,0.153162,-0.131659,0.00245165,0.0101904,0.00766115,0.00414353,0.0145068,0.996735,0.0999018,-0.0934327,0.365208,0.0999018,0.295563,0.256495,0.0875716,-0.0934327,0.256495,0.296923,-0.103058,0.365208,0.0875716,-0.103058,0.990311
0.163246,-0.00616531,0.152938,-0.132915,0.00446445,0.0120978,0.00915408,0.00462516,0.0195735,1.19954,0.113897,-0.124731,0.482882,0.113897,0.367796,0.319983,0.10984,-0.124731,0.319983,0.37175,-0.126018,0.482882,0.10984,-0.126018,1.18322
0.0469681,-0.00753566,0.152713,-0.136713,0.0108334,0.0153696,0.00909991,0.00269657,0.0289542,1.29024,0.12333,-0.13706,0.534032,0.12333,0.396553,0.339176,0.120768,-0.13706,0.339176,0.400606,-0.134882,0.534032,0.120768,-0.134882,1.25776
0.83069,-0.0300313,0.018527,-0.00196414,0.00166769,-0.00540476,-6.77299e-05,3.46449e-05,-0.00013109,0.18665,0.00388769,0.000214891,0.014636,0.00388767,-0.00333115,0.00209186,0.000503461,0.000214868,0.00209186,0.00188596,-0.000164557,0.0146361,0.000503466,-0.000164553,0.177317
0.714412,-0.0337903,0.0341694,-0.0121031,0.00765606,-0.0108706,-1.36151e-05,0.000344163,0.000949422,0.348387,0.0128717,-7.32487e-05,0.049041,0.0128717,0.0057034,0.0157741,0.00307869,-7.32371e-05,0.0157741,0.0160967,-0.00297855,0.0490411,0.00307869,-0.00297855,0.327111
0.598134,-0.0375492,0.0498117,-0.0274927,0.0140432,-0.0170496,0.000492715,0.0012155,0.00330702,0.526272,0.0263358,-0.00328612,0.107571,0.0263358,0.0417306,0.0548483,0.0098901,-0.00328615,0.0548483,0.0557503,-0.010352,0.107571,0.00988994,-0.0103521,0.489059
0.481856,-0.0438464,0.0300328,-0.00604638,0.00542209,-0.0299562,0.00239636,0.00320247,-0.00477659,0.73951,0.0209932,-0.000949404,0.200795,0.0209932,0.106666,0.130536,0.0118447,-0.000949386,0.130536,0.119429,-0.00206934,0.200795,0.0118447,-0.00206937,0.690167
0.365578,-0.0479563,0.0410273,-0.0238885,0.0177974,-0.0366412,0.00260479,0.00387047,0.00183406,0.919163,0.0287879,-0.0144248,0.292313,0.028788,0.186502,0.20884,0.0192886,-0.0144248,0.20884,0.198138,-0.0172879,0.292313,0.0192887,-0.0172878,0.841237
0.249301,-0.0520661,0.0520218,-0.0371819,0.0204783,-0.0484861,0.00327726,0.0054682,0.00131182,1.17675,0.0386208,-0.0366617,0.432551,0.0386208,0.290151,0.313911,0.0317675,-0.0366617,0.313911,0.296089,-0.0367533,0.432551,0.0317675,-0.0367533,1.06636
