w, grad11, grad21, grad12, grad22,P11, P21, P12, P22, c11, c12, c13, c14, c21, c22, c23, c24, c31, c32, c33, c34, c41, c42, c43, c44
0.1881,-0.0202399,0.143872,-0.11099,0.008724,-0.00648214,0.0114161,0.0105035,0.0137181,1.19105,0.0991114,-0.113652,0.46675,0.0991114,0.347841,0.320039,0.0918339,-0.113652,0.320039,0.353204,-0.114027,0.46675,0.0918339,-0.114027,1.14734
0.0718225,-0.0370021,0.116957,-0.0876922,0.0158136,-0.0313513,0.0101263,0.012393,0.00945807,1.38776,0.0875558,-0.115406,0.562939,0.0875558,0.387004,0.380524,0.0827102,-0.115406,0.380524,0.392804,-0.109663,0.562939,0.0827102,-0.109663,1.28649
0.855545,-0.0347447,0.129997,-0.101378,0.0150174,-0.00438842,-0.000508518,-0.000234613,0.00313449,0.181347,0.0253631,-0.00100194,0.0140089,0.0253631,0.00148142,0.00218423,0.00271262,-0.00100193,0.00218423,0.00686303,-0.0159998,0.0140089,0.00271264,-0.0159998,0.170386
0.739267,-0.0324873,0.143037,-0.114073,0.0140256,-0.00570391,-0.000440055,-0.000183836,0.005054,0.294051,0.0435197,-0.00449147,0.0364815,0.0435197,0.0125686,0.010555,0.00802605,-0.00449148,0.010555,0.0188899,-0.0286383,0.0364815,0.008026,-0.0286384,0.278531
0.622989,-0.00770956,0.151145,-0.114947,0.00335466,0.00234086,0.00200873,0.0010612,0.0049995,0.440222,0.061306,-0.0133926,0.0847279,0.0613061,0.056136,0.0415454,0.020955,-0.0133926,0.0415454,0.0530812,-0.0436143,0.0847279,0.020955,-0.0436143,0.440968
0.506711,-0.00739615,0.16192,-0.126271,0.00318783,0.00484439,0.00486273,0.00296135,0.00848627,0.617001,0.0814839,-0.0342685,0.160079,0.0814838,0.128292,0.103474,0.0435593,-0.0342685,0.103474,0.124354,-0.0634279,0.160079,0.0435593,-0.0634279,0.617629
0.390433,-0.00708273,0.172695,-0.136632,0.00302977,0.00864591,0.00908024,0.0056669,0.0134577,0.822509,0.0984003,-0.0714235,0.266233,0.0984003,0.226955,0.189123,0.0732739,-0.0714235,0.189123,0.225278,-0.0906495,0.266233,0.0732739,-0.0906496,0.820009
0.274155,-0.0194813,0.15078,-0.117981,0.00839008,-0.00395275,0.00956674,0.00832555,0.0134001,1.02231,0.097703,-0.0917195,0.370471,0.097703,0.291044,0.2626,0.0829828,-0.0917195,0.2626,0.293907,-0.0988336,0.370471,0.0829828,-0.0988336,0.990396
0.157877,-0.0182215,0.161558,-0.129254,0.00783052,-0.000356486,0.0124905,0.00989348,0.0181781,1.22224,0.114905,-0.133967,0.486279,0.114905,0.366907,0.325396,0.10885,-0.133967,0.325396,0.373579,-0.133201,0.486279,0.10885,-0.133201,1.18106
0.0415991,-0.0169617,0.172337,-0.139597,0.00726894,0.00419893,0.0144279,0.0102482,0.0224705,1.32081,0.129965,-0.160231,0.544144,0.129965,0.401588,0.347953,0.126771,-0.160231,0.347953,0.410987,-0.156439,0.544144,0.126771,-0.156439,1.27634
0.825321,-0.0311854,0.150027,-0.121016,0.0134255,-0.00381551,-0.000431003,-0.000318718,0.00394873,0.215651,0.0339596,-0.00227848,0.0200571,0.0339596,0.0061527,0.00407057,0.00441491,-0.0022785,0.00407058,0.0108385,-0.0229026,0.0200571,0.00441491,-0.0229026,0.204909
0.709043,-0.0290121,0.160799,-0.132237,0.0124732,-0.00427437,-0.000112789,-0.000230489,0.00613413,0.328474,0.0532419,-0.00722879,0.0460097,0.0532419,0.0222057,0.0155413,0.0115165,-0.00722879,0.0155413,0.0269431,-0.0371178,0.0460097,0.0115165,-0.0371178,0.314551
0.592765,-0.0268389,0.17157,-0.142562,0.0115081,-0.00390275,0.00133238,0.000602811,0.00951488,0.490808,0.0780605,-0.0209738,0.10032,0.0780606,0.0687999,0.0526953,0.0291065,-0.0209738,0.0526953,0.0715938,-0.0563617,0.10032,0.0291064,-0.0563617,0.473625
0.476487,-0.00690607,0.178282,-0.142225,0.0029381,0.00769349,0.00630215,0.00328478,0.0111977,0.660172,0.0917418,-0.0460044,0.181755,0.0917418,0.155316,0.12212,0.0542387,-0.0460044,0.12212,0.151,-0.0757168,0.181755,0.0542387,-0.0757168,0.661752
0.360209,-0.00656943,0.186712,-0.151085,0.00275794,0.011499,0.00961043,0.00499865,0.0158048,0.815306,0.105264,-0.0775417,0.262815,0.105264,0.231155,0.186048,0.0789098,-0.0775417,0.186048,0.229342,-0.0984019,0.262815,0.0789097,-0.098402,0.814106
0.243932,-0.00623279,0.195143,-0.158979,0.00255055,0.0172711,0.0141661,0.00710082,0.0225722,1.03267,0.122986,-0.12607,0.385309,0.122986,0.325104,0.263394,0.11159,-0.12607,0.263394,0.329398,-0.134061,0.385309,0.11159,-0.134061,1.02535
0.127654,-0.0162434,0.177915,-0.145187,0.00694117,0.00610383,0.0140115,0.00931461,0.022858,1.24631,0.129159,-0.152453,0.501734,0.129159,0.38298,0.327362,0.124264,-0.152453,0.327362,0.391189,-0.150698,0.501734,0.124264,-0.150698,1.20816
0.0113757,-0.0149635,0.186321,-0.154059,0.00636341,0.010667,0.0152971,0.00891487,0.0266725,1.30947,0.141582,-0.171231,0.539393,0.141582,0.406289,0.339652,0.138581,-0.171231,0.339652,0.416318,-0.167602,0.539393,0.138581,-0.167602,1.27069
0.795098,-0.0136836,0.194727,-0.16201,0.00576358,0.00179156,0.000640057,-0.000491524,0.00479468,0.239939,0.0461488,-0.00482097,0.0264415,0.0461488,0.0190935,0.00679495,0.00749212,-0.00482096,0.00679495,0.0181135,-0.0357269,0.0264415,0.00749212,-0.0357269,0.238635
0.67882,-0.0255721,0.177148,-0.148149,0.0109442,-0.00236301,0.000424618,-0.000262874,0.00741219,0.362816,0.0629863,-0.0107533,0.0566756,0.0629863,0.0342017,0.0219231,0.0159011,-0.0107533,0.0219231,0.037046,-0.0457949,0.0566756,0.0159011,-0.045795,0.351073
0.562542,-0.0233927,0.185535,-0.157034,0.00996888,-0.000883655,0.00233866,0.000658814,0.0113512,0.528323,0.0872014,-0.0285696,0.11672,0.0872013,0.0902924,0.0664198,0.0369002,-0.0285697,0.0664198,0.0910196,-0.0663366,0.11672,0.0369002,-0.0663366,0.514024
0.446264,-0.0212132,0.193921,-0.165042,0.00897662,0.00226977,0.00577997,0.00247239,0.0164965,0.718773,0.107478,-0.0618103,0.205737,0.107478,0.180624,0.141165,0.0681319,-0.0618103,0.141165,0.17997,-0.0905031,0.205737,0.0681319,-0.0905031,0.700643
0.329986,-0.00602581,0.199383,-0.163133,0.00243446,0.0152518,0.0114559,0.00517578,0.0193554,0.863826,0.114463,-0.0940573,0.289822,0.114463,0.259494,0.204418,0.0915877,-0.0940573,0.204418,0.25899,-0.112345,0.289822,0.0915876,-0.112345,0.862466
0.213708,-0.00560427,0.205539,-0.169441,0.00219742,0.0215852,0.0157495,0.00672252,0.0264834,1.07654,0.132917,-0.142694,0.411086,0.132917,0.346901,0.274401,0.12422,-0.142694,0.274401,0.35306,-0.148496,0.411086,0.124219,-0.148496,1.06899
0.0974303,-0.00518272,0.211694,-0.174669,0.00186265,0.0273613,0.0190658,0.00749883,0.0324155,1.23048,0.150319,-0.179238,0.502055,0.150319,0.400091,0.312366,0.148206,-0.179238,0.312366,0.411598,-0.17896,0.502055,0.148206,-0.17896,1.21917
0.881152,-0.0129236,0.19896,-0.166214,0.0053952,0.00111302,0.000279474,-0.000389079,0.00268079,0.133585,0.0267538,-0.00128651,0.00845564,0.0267538,0.00814706,0.00120284,0.00234891,-0.0012865,0.00120284,0.00756614,-0.0209904,0.00845563,0.00234893,-0.0209904,0.133118
0.764874,-0.0114747,0.205044,-0.172673,0.00471417,0.00333038,0.00112009,-0.000593584,0.00591139,0.273724,0.0543694,-0.00718546,0.0345179,0.0543693,0.0270551,0.0104002,0.0104986,-0.00718548,0.0104002,0.0250008,-0.0431836,0.0345179,0.0104986,-0.0431836,0.273797
0.648596,-0.0100257,0.211128,-0.178159,0.00398802,0.00604592,0.00248934,-0.000403557,0.00894194,0.385477,0.0747977,-0.0167286,0.0670673,0.0747978,0.056153,0.0296095,0.0225746,-0.0167286,0.0296095,0.0522869,-0.0601206,0.0670673,0.0225746,-0.0601206,0.387006
0.532319,-0.0199193,0.198066,-0.169294,0.00835593,0.002572,0.00360526,0.000755654,0.0133617,0.566914,0.0956234,-0.0374381,0.134597,0.0956234,0.114062,0.0818529,0.0456925,-0.0374381,0.0818529,0.112932,-0.0760932,0.134597,0.0456925,-0.0760931,0.55581
0.416041,-0.0175502,0.204131,-0.175905,0.00723092,0.00699406,0.00731318,0.00237183,0.0191475,0.763522,0.11468,-0.0758594,0.230401,0.11468,0.209947,0.160707,0.0795143,-0.0758594,0.160707,0.208985,-0.10221,0.230401,0.0795143,-0.10221,0.74851
0.299763,-0.015181,0.210197,-0.18165,0.00611338,0.0124335,0.0107091,0.00343865,0.0246263,0.924041,0.129213,-0.113345,0.318011,0.129213,0.286543,0.221648,0.107873,-0.113345,0.221648,0.288175,-0.127742,0.318011,0.107873,-0.127742,0.905466
0.183485,-0.00482188,0.214718,-0.177175,0.00174314,0.0258174,0.0177234,0.00675405,0.0300758,1.11697,0.14155,-0.15808,0.435221,0.14155,0.365775,0.283345,0.135239,-0.15808,0.283345,0.374043,-0.161973,0.435221,0.135239,-0.161973,1.10986
0.0672069,-0.00448314,0.218234,-0.180464,0.0016623,0.0307675,0.0203157,0.00714014,0.0352318,1.24593,0.156389,-0.187954,0.511828,0.156389,0.408225,0.313003,0.155013,-0.187954,0.313003,0.420931,-0.187191,0.511828,0.155013,-0.187191,1.23561
0.850929,-0.0041444,0.22175,-0.182523,0.00147615,0.00367145,0.000938607,-0.000498282,0.0033946,0.163306,0.0353715,-0.00241476,0.012993,0.0353715,0.0146834,0.00236311,0.0040697,-0.00241475,0.00236311,0.0115106,-0.028722,0.012993,0.00406971,-0.028722,0.166729
0.734651,-0.00898668,0.214253,-0.180914,0.00348969,0.00453332,0.00141651,-0.000673029,0.00612378,0.270952,0.0557683,-0.0075308,0.0342153,0.0557682,0.0290868,0.0103402,0.0108616,-0.00753082,0.0103402,0.0260512,-0.045101,0.0342153,0.0108615,-0.0451011,0.272843
0.618373,-0.00740773,0.217909,-0.184714,0.00278063,0.00846836,0.00342797,-0.000348736,0.0103238,0.421935,0.0819924,-0.0218933,0.0802625,0.0819925,0.0714812,0.0392571,0.0284194,-0.0218932,0.0392571,0.0663273,-0.0674102,0.0802625,0.0284193,-0.0674102,0.42586
0.502095,-0.00582878,0.221564,-0.187264,0.00245595,0.0137925,0.0069947,0.000903079,0.0159812,0.593166,0.103809,-0.0494648,0.151449,0.103809,0.146119,0.0975623,0.0569919,-0.0494648,0.0975623,0.140368,-0.0895977,0.151449,0.0569919,-0.0895977,0.598183
0.385817,-0.0136737,0.212915,-0.184653,0.00523625,0.0121632,0.00902708,0.0022852,0.0217529,0.809178,0.12136,-0.0904148,0.256312,0.12136,0.238796,0.179762,0.0911128,-0.0904148,0.179762,0.238062,-0.113744,0.256312,0.0911128,-0.113744,0.79799
0.269539,-0.0108328,0.2172,-0.188965,0.00389895,0.0187287,0.0123582,0.0029647,0.0274136,0.968935,0.136096,-0.128287,0.345635,0.136096,0.311971,0.236796,0.119506,-0.128287,0.236796,0.314713,-0.139883,0.345635,0.119506,-0.139883,0.955762
0.153261,-0.007992,0.221485,-0.192004,0.00343576,0.0275577,0.0164774,0.00343838,0.0353738,1.15685,0.155933,-0.172,0.455875,0.155933,0.384107,0.289027,0.150636,-0.172,0.289027,0.392134,-0.173411,0.455875,0.150636,-0.173411,1.14077
0.0369835,-0.00390535,0.222124,-0.183465,0.00221309,0.0333347,0.0213619,0.00692181,0.0378104,1.25469,0.159525,-0.192934,0.517422,0.159525,0.412825,0.312677,0.158477,-0.192934,0.312677,0.426371,-0.191825,0.517422,0.158477,-0.191825,1.24413
0.820706,-0.00458967,0.218233,-0.184214,0.00316093,0.00428766,0.0011219,-0.00065512,0.0045503,0.19804,0.0419174,-0.00382146,0.0188035,0.0419175,0.0187528,0.00414755,0.00581242,-0.00382144,0.00414755,0.0158282,-0.034554,0.0188035,0.00581242,-0.034554,0.200843
0.704428,-0.00527398,0.214342,-0.18307,0.00126017,0.00629281,0.00193137,-0.000641271,0.00663379,0.306163,0.0616659,-0.0103269,0.0436463,0.0616659,0.0375227,0.0152175,0.0140821,-0.0103269,0.0152175,0.0333602,-0.0514416,0.0436463,0.0140821,-0.0514416,0.310255
0.58815,-0.00523623,0.223804,-0.18803,0.00264773,0.0109824,0.00462082,-0.000135906,0.0120991,0.459589,0.0888486,-0.0276197,0.0948865,0.0888486,0.0889081,0.0508332,0.0351442,-0.0276197,0.0508332,0.082457,-0.073539,0.0948865,0.0351443,-0.073539,0.465837
0.471872,-0.0052267,0.219355,-0.189249,0.00450162,0.0156345,0.00760702,0.000539177,0.0190022,0.6411,0.107202,-0.0590051,0.173797,0.107202,0.169092,0.116275,0.0647809,-0.0590051,0.116275,0.164935,-0.0954655,0.173797,0.064781,-0.0954655,0.642935
0.355594,-0.00521717,0.214906,-0.190974,0.00808797,0.0221453,0.0105987,0.000215996,0.0291479,0.850548,0.123484,-0.102296,0.281576,0.123484,0.267117,0.196389,0.0998134,-0.102296,0.196389,0.267489,-0.121261,0.281576,0.0998134,-0.121261,0.842035
0.239316,-0.00583837,0.224099,-0.192595,0.00308238,0.0262189,0.0152109,0.00316086,0.0315472,1.01064,0.141229,-0.142128,0.372261,0.141229,0.334731,0.249283,0.129059,-0.142128,0.249283,0.339265,-0.151021,0.372261,0.129059,-0.151021,1.0032
0.123038,-0.00753299,0.223673,-0.194285,0.00584231,0.0310291,0.017669,0.00273218,0.0403911,1.18991,0.160698,-0.180277,0.475257,0.160698,0.396507,0.294418,0.156516,-0.180277,0.294418,0.40549,-0.179866,0.475257,0.156516,-0.179866,1.16952
0.00676012,-0.00922761,0.223247,-0.198877,0.0149158,0.0364663,0.0183384,-0.00069086,0.0539498,1.25678,0.170905,-0.191847,0.511884,0.170905,0.418105,0.301942,0.166839,-0.191847,0.301942,0.426815,-0.187283,0.511884,0.166839,-0.187283,1.21578
0.790482,-0.0428397,0.0265473,-0.00290115,0.0023803,-0.0110237,-0.000148702,0.000151756,-0.000615203,0.271211,0.00819449,0.000406709,0.029542,0.00819451,-0.0046129,0.00635788,0.00149402,0.000406723,0.00635788,0.00543401,-0.000233713,0.029542,0.00149403,-0.000233709,0.252263
0.674204,-0.0481979,0.0495502,-0.0177557,0.0109329,-0.0173557,-0.000135536,0.000700663,0.00127712,0.399689,0.0218477,-0.000237606,0.0618381,0.0218477,0.0064863,0.0220729,0.00587683,-0.000237594,0.0220729,0.0221101,-0.00460707,0.0618381,0.00587687,-0.00460704,0.365826
0.557926,-0.0535562,0.072553,-0.0401776,0.0200628,-0.0261107,0.000659242,0.00227393,0.00494785,0.585369,0.0436626,-0.00547578,0.126905,0.0436626,0.0513008,0.0693843,0.017917,-0.0054758,0.0693843,0.0702264,-0.0154773,0.126905,0.0179169,-0.0154774,0.529249
0.441648,-0.0629789,0.0430766,-0.00877461,0.00780705,-0.0467545,0.00367966,0.00549044,-0.00813279,0.819898,0.0343634,-0.0014545,0.230868,0.0343634,0.118283,0.154719,0.0206386,-0.00145448,0.154719,0.135867,-0.00259129,0.230868,0.0206386,-0.00259133,0.742452
0.325371,-0.068869,0.0593782,-0.0347304,0.0256118,-0.0595876,0.00442754,0.00742457,0.00132706,1.07914,0.0448725,-0.0297879,0.365173,0.0448725,0.233629,0.266504,0.032619,-0.0297879,0.266504,0.246019,-0.0309248,0.365173,0.032619,-0.0309248,0.949639
0.209093,-0.0747592,0.0756797,-0.0541824,0.0294365,-0.0730558,0.00441748,0.00923926,0.00193498,1.28086,0.0602162,-0.0604952,0.470117,0.0602162,0.309889,0.342459,0.0494775,-0.0604952,0.342459,0.317146,-0.057425,0.470117,0.0494775,-0.057425,1.10878
0.0928147,-0.101255,0.0761369,-0.0146481,0.0132338,-0.136428,0.0212439,0.0296719,-0.0398989,1.58167,0.023712,-0.085588,0.604077,0.023712,0.368122,0.459101,0.0201895,-0.085588,0.459101,0.37538,-0.0759709,0.604077,0.0201895,-0.0759709,1.32817
0.876537,-0.0936057,0.0711796,-0.051705,0.0402907,-0.346025,-0.507009,1.60657,0.121298,0.0778967,0.0355155,0.00142194,-0.00209265,0.00831392,-0.47299,-0.0195849,0.057274,-0.000503944,0.00575934,0.0710684,-0.00053431,0.00168008,-0.0741848,-0.00211528,0.0855412
0.760259,-0.0859566,0.0662224,-0.0681871,0.0388102,-0.0244466,-0.00170453,-0.00049199,0.00838839,0.333966,0.0257142,-0.00286679,0.0390317,0.0257142,-0.0141528,0.009198,0.00370221,-0.00286683,0.00919799,0.0174491,-0.0167294,0.0390317,0.00370222,-0.0167294,0.273803
0.643981,-0.052233,0.078817,-0.0528432,0.0222755,-0.0191789,-0.000593171,0.00061767,0.00601816,0.442866,0.0370122,-0.00427281,0.0747384,0.0370122,0.0166267,0.0307552,0.0104274,-0.00427276,0.0307552,0.0355955,-0.0172766,0.0747384,0.0104274,-0.0172767,0.398224
0.527703,-0.0495256,0.0934159,-0.0685461,0.0208276,-0.0241443,0.000437445,0.0021432,0.00705228,0.627619,0.0559697,-0.0147613,0.146947,0.0559697,0.0752269,0.0868757,0.0249624,-0.0147613,0.0868757,0.091187,-0.0306852,0.146947,0.0249624,-0.0306851,0.571661
0.411425,-0.0468182,0.108015,-0.0834507,0.0200783,-0.0279328,0.00266213,0.00474459,0.00856552,0.840165,0.0730501,-0.0387477,0.252364,0.0730502,0.172607,0.177106,0.0466464,-0.0387476,0.177106,0.182147,-0.0509661,0.252364,0.0466465,-0.050966,0.77232
0.295147,-0.0678955,0.077891,-0.0630746,0.0279424,-0.0586177,0.00179994,0.00575418,0.00520891,1.13691,0.0635144,-0.0512146,0.397821,0.0635144,0.26528,0.289736,0.0492569,-0.0512146,0.289736,0.274885,-0.0523779,0.397821,0.0492568,-0.052378,0.999025
0.178869,-0.0645099,0.0924272,-0.0780185,0.0274756,-0.0605657,0.00245188,0.00716926,0.00673424,1.30696,0.0787986,-0.0808812,0.493111,0.0787986,0.335916,0.35253,0.0680839,-0.0808812,0.35253,0.340624,-0.0766988,0.493111,0.0680838,-0.0766988,1.15039
0.0625913,-0.0611243,0.106963,-0.0924044,0.0261849,-0.0600714,0.00309081,0.00830523,0.00870746,1.45027,0.0968495,-0.111056,0.572048,0.0968495,0.387875,0.395364,0.0883273,-0.111056,0.395364,0.390962,-0.101906,0.572048,0.0883273,-0.101906,1.2771
0.846313,-0.0826789,0.0787072,-0.0733061,0.0336093,-0.0144878,-0.00124326,-0.000361232,0.00509091,0.201728,0.02022,0.000326627,0.0148609,0.0202198,-0.013891,4.60638e-05,0.00143705,0.000326461,4.60625e-05,0.00574812,-0.0113863,0.0148609,0.00143701,-0.0113863,0.167506
0.730035,-0.0788553,0.0916584,-0.087491,0.0341235,-0.0241425,-0.0021707,-0.000515223,0.0085282,0.370437,0.0385451,-0.00477034,0.0493133,0.0385451,-0.00542192,0.0145111,0.00695901,-0.00477035,0.0145111,0.0236292,-0.0240401,0.0493132,0.00695895,-0.0240402,0.311643
0.613758,-0.0750318,0.10461,-0.101358,0.0322914,-0.0297089,-0.0027209,-0.000438203,0.0102948,0.502269,0.0561396,-0.0120936,0.0902572,0.0561396,0.0206789,0.0400576,0.0159081,-0.0120936,0.0400576,0.0506878,-0.0366305,0.0902572,0.0159081,-0.0366305,0.42941
0.49748,-0.0451489,0.116333,-0.0916895,0.0195731,-0.0212103,0.000960371,0.00253293,0.00874659,0.668229,0.0703406,-0.0245354,0.167974,0.0703406,0.102799,0.105899,0.0348641,-0.0245354,0.105899,0.114532,-0.0444073,0.167974,0.0348641,-0.0444073,0.616181
0.381202,-0.0423475,0.129359,-0.105059,0.0182255,-0.0233623,0.00355112,0.0051847,0.0108859,0.885778,0.0872147,-0.0559106,0.279965,0.0872147,0.206175,0.199515,0.0605723,-0.0559106,0.199515,0.212506,-0.0685788,0.279965,0.0605724,-0.0685787,0.822757
0.264924,-0.0395461,0.142386,-0.117571,0.0170177,-0.0234811,0.00656173,0.00785712,0.0140749,1.11774,0.103599,-0.0995784,0.40982,0.103599,0.308972,0.290126,0.0885916,-0.0995784,0.290126,0.313516,-0.101638,0.40982,0.0885916,-0.101638,1.03978
0.148646,-0.0588494,0.11489,-0.100474,0.0252292,-0.0520382,0.00277674,0.00735078,0.0105077,1.33385,0.0996111,-0.105547,0.512455,0.0996111,0.35773,0.359281,0.0887641,-0.105547,0.359281,0.361621,-0.0993383,0.512455,0.0887641,-0.0993383,1.18596
0.0323679,-0.0552601,0.127961,-0.113718,0.0237348,-0.048687,0.00341872,0.00775639,0.0133607,1.4373,0.117124,-0.131615,0.570621,0.117124,0.3965,0.386823,0.108027,-0.131615,0.386823,0.399975,-0.121522,0.570621,0.108027,-0.121522,1.28115
0.81609,-0.0516707,0.141032,-0.126243,0.0221897,-0.00844016,-0.00115131,-0.000570726,0.00540154,0.224358,0.0346781,-0.00243361,0.0204491,0.0346781,0.000721926,0.00360648,0.00415488,-0.00243364,0.00360648,0.0118324,-0.0233841,0.0204491,0.00415489,-0.0233841,0.202233
0.699812,-0.072354,0.113395,-0.109259,0.0308854,-0.0232018,-0.00246322,-0.000645086,0.00925308,0.406499,0.0505571,-0.00804142,0.0606882,0.0505571,0.00600908,0.0212002,0.0108748,-0.00804144,0.0212002,0.0324619,-0.0332537,0.0606883,0.0108748,-0.0332537,0.349006
0.583534,-0.0681161,0.12632,-0.122377,0.0292442,-0.0270517,-0.0027223,-0.000499398,0.0113935,0.53868,0.0694089,-0.0185127,0.105936,0.0694089,0.041219,0.0523449,0.0228775,-0.0185127,0.0523449,0.0663803,-0.047636,0.105936,0.0228774,-0.0476361,0.469581
0.467256,-0.0638782,0.139245,-0.134915,0.0273617,-0.0313446,-0.00230568,0.000302676,0.0140475,0.735335,0.0925199,-0.0428682,0.192373,0.0925199,0.124582,0.1251,0.0484679,-0.0428682,0.1251,0.142352,-0.0677821,0.192373,0.0484679,-0.0677821,0.651661
0.350978,-0.0379722,0.149397,-0.124481,0.0163389,-0.0179168,0.00490471,0.00558041,0.0138463,0.930883,0.100473,-0.0745832,0.30759,0.100474,0.239222,0.22007,0.0752907,-0.0745831,0.22007,0.243462,-0.0863139,0.30759,0.0752906,-0.086314,0.872629
0.2347,-0.0352684,0.160172,-0.135674,0.0151388,-0.0156502,0.00721069,0.00698416,0.0174919,1.09972,0.115153,-0.11084,0.402985,0.115153,0.31441,0.282741,0.0995271,-0.11084,0.282741,0.318632,-0.113837,0.402985,0.0995271,-0.113837,1.03224
0.118422,-0.0325647,0.170948,-0.145946,0.0139626,-0.0117897,0.00982125,0.00814471,0.0223262,1.28271,0.134239,-0.151588,0.507825,0.134239,0.382985,0.336248,0.126151,-0.151588,0.336248,0.38948,-0.146496,0.507825,0.126151,-0.146496,1.20338
0.00214453,-0.0495958,0.148017,-0.133163,0.02128,-0.0368673,0.00446038,0.00710551,0.0183193,1.41313,0.134106,-0.149066,0.563115,0.134106,0.402101,0.374586,0.1248,-0.149066,0.374586,0.40622,-0.138721,0.563115,0.1248,-0.138721,1.27533
0.785867,-0.0460031,0.158804,-0.144328,0.0197313,-0.00757737,-0.00107968,-0.000736374,0.00640353,0.258481,0.0436878,-0.0043469,0.0276071,0.0436878,0.00708849,0.00634132,0.00636558,-0.00434691,0.00634132,0.0172788,-0.0311275,0.0276071,0.00636556,-0.0311275,0.236732
0.669589,-0.0424103,0.169591,-0.154637,0.0181824,-0.0093394,-0.000821874,-0.000739682,0.0100234,0.416116,0.0702366,-0.014751,0.0703993,0.0702366,0.0373255,0.0296313,0.019318,-0.014751,0.0296313,0.0479759,-0.0514853,0.0703992,0.019318,-0.0514852,0.386204
0.553311,-0.0611595,0.1463,-0.141845,0.026221,-0.0234825,-0.00237506,-0.00060345,0.0128658,0.574166,0.0818901,-0.0262012,0.122626,0.0818901,0.0654201,0.0667312,0.0311907,-0.0262012,0.0667312,0.0854453,-0.0588826,0.122626,0.0311907,-0.0588826,0.510229
0.437033,-0.0567425,0.157075,-0.152982,0.0243238,-0.0256326,-0.00153369,8.04248e-05,0.0163234,0.774867,0.104197,-0.0565926,0.215767,0.104197,0.158683,0.146026,0.0611309,-0.0565926,0.146026,0.171191,-0.0811762,0.215767,0.0611309,-0.0811762,0.698391
0.320755,-0.0523255,0.167849,-0.163328,0.0224022,-0.0253484,4.69593e-05,0.000898975,0.0206951,1.00074,0.126619,-0.100615,0.33637,0.12662,0.270166,0.238597,0.0990081,-0.100615,0.238597,0.275428,-0.109688,0.33637,0.0990081,-0.109688,0.909916
0.204477,-0.0310159,0.176526,-0.151527,0.0132861,-0.00812918,0.00888094,0.00665845,0.0217359,1.13723,0.128181,-0.130656,0.427164,0.128181,0.339408,0.293053,0.115059,-0.130656,0.293053,0.344148,-0.131722,0.427164,0.115059,-0.131722,1.07506
0.0881991,-0.028316,0.1849,-0.160444,0.0121056,-0.00306194,0.0110301,0.00689345,0.0268442,1.29478,0.147038,-0.166639,0.518285,0.147038,0.396573,0.33468,0.140151,-0.166639,0.33468,0.403803,-0.161007,0.518285,0.140151,-0.161007,1.2242
0.871921,-0.0256161,0.193273,-0.168451,0.0108998,-0.000705753,-9.5033e-05,-0.00051269,0.00333668,0.13658,0.0273635,-0.0012431,0.00849278,0.0273636,0.00625723,0.00110092,0.00229676,-0.00124311,0.00110094,0.00806737,-0.0208957,0.00849275,0.00229678,-0.0208957,0.131969
0.755643,-0.0403447,0.175169,-0.160214,0.017282,-0.00607905,-0.000819447,-0.00091008,0.0075167,0.291921,0.0529011,-0.00680194,0.0357799,0.0529012,0.0155405,0.0100483,0.00930407,-0.00680193,0.0100483,0.0242109,-0.0392672,0.0357799,0.00930403,-0.0392672,0.271617
0.639365,-0.0367599,0.183527,-0.16907,0.0157324,-0.00637802,-0.000150719,-0.00090464,0.0114996,0.450831,0.0792688,-0.0203553,0.0836338,0.0792688,0.0545611,0.0394795,0.0252877,-0.0203553,0.0394795,0.0625581,-0.0608505,0.0836338,0.0252876,-0.0608506,0.42421
0.523087,-0.0331751,0.191884,-0.177066,0.0141755,-0.00454302,0.00126539,-0.000572068,0.0151092,0.580153,0.0976559,-0.0391341,0.135813,0.0976559,0.108594,0.0816246,0.0452234,-0.0391341,0.0816246,0.113761,-0.0781943,0.135813,0.0452234,-0.0781943,0.550855
0.406809,-0.0495877,0.173434,-0.168902,0.021278,-0.0190132,-0.000336291,-0.000234874,0.0190512,0.8149,0.114787,-0.0715969,0.240075,0.114787,0.193242,0.166597,0.0746732,-0.0715968,0.166597,0.201457,-0.0944303,0.240075,0.0746732,-0.0944303,0.746044
0.290532,-0.0451677,0.181793,-0.177696,0.0193591,-0.0165043,0.00136185,-3.7646e-05,0.0244186,1.03979,0.137826,-0.11817,0.362391,0.137826,0.301087,0.253688,0.114404,-0.11817,0.253688,0.30434,-0.124412,0.362391,0.114404,-0.124412,0.9579
0.174254,-0.0407477,0.190152,-0.185681,0.0174511,-0.0110071,0.00307173,-0.000426275,0.0294769,1.19002,0.157785,-0.152458,0.448408,0.157785,0.3658,0.30006,0.143252,-0.152458,0.30006,0.36761,-0.149336,0.448408,0.143252,-0.149336,1.10145
0.0579757,-0.0240583,0.197385,-0.17272,0.0102034,0.00560066,0.0125499,0.00571913,0.0310617,1.29852,0.157424,-0.17884,0.524219,0.157424,0.406768,0.330735,0.151683,-0.17884,0.330735,0.414821,-0.17319,0.524219,0.151683,-0.17319,1.23783
