rx, ry, theta,c11, c12, c13, c14, c22, c23, c24, c33, c34, c44
0.10277,0.215788,0.110821,0.933867,-0.0125775,-0.0125775,0.400178,0.298586,0.298586,-0.0147002,0.298586,-0.0147002,1.13075
0.0446309,0.0828535,1.27018,1.30499,-0.00567846,-0.00567846,0.546565,0.371844,0.371844,-0.00566485,0.371844,-0.00566485,1.27582
0.436492,0.399919,0.85954,0.280498,0.0100169,0.0100169,0.0484214,0.0257938,0.0257938,0.0100598,0.0257938,0.0100598,0.290465
0.378353,0.266985,0.448899,0.607602,0.0409824,0.0409824,0.15048,0.110272,0.110272,0.0437462,0.110272,0.0437462,0.476315
0.320214,0.134051,0.0382587,0.993953,0.00858094,0.00858094,0.277199,0.219347,0.219347,0.0072699,0.219347,0.0072699,0.65725
0.262075,0.0011163,1.19762,1.34328,1.50298e-07,1.50298e-07,0.575254,0.383793,0.383793,2.29835e-05,0.383793,2.29835e-05,1.34332
0.203936,0.318182,0.786978,0.723623,-0.0642506,-0.0642506,0.241258,0.189397,0.189397,-0.0642506,0.189397,-0.0642506,0.723623
0.145797,0.185248,0.376337,1.00152,-0.0146701,-0.0146701,0.405601,0.293583,0.293583,-0.0152007,0.293583,-0.0152007,1.05046
0.0876582,0.0523134,1.5357,1.24881,1.02181e-09,1.02181e-09,0.536157,0.366886,0.366886,1.84158e-09,0.366886,1.84158e-09,1.29551
0.0295192,0.369379,1.12506,1.02599,-0.140302,-0.140302,0.249015,0.287375,0.287375,-0.117752,0.287375,-0.117752,0.648577
0.42138,0.236445,0.714416,0.545911,0.0826107,0.0826107,0.153538,0.128298,0.128298,0.0839075,0.128298,0.0839075,0.491927
0.363241,0.103511,0.303775,0.9823,0.0906659,0.0906659,0.238333,0.22489,0.22489,0.0805252,0.22489,0.0805252,0.577961
0.305102,0.420576,1.46313,0.538191,-0.00849649,-0.00849649,0.0922504,0.0569535,0.0569535,-0.0103203,0.0569535,-0.0103203,0.321668
0.246963,0.287642,1.05249,0.737588,-0.0190882,-0.0190882,0.23593,0.172995,0.172995,-0.01953,0.172995,-0.01953,0.689602
0.188824,0.154708,0.641854,1.01609,0.0194097,0.0194097,0.395898,0.286748,0.286748,0.0189345,0.286748,0.0189345,1.00429
0.130685,0.0217734,0.231214,1.30241,0.0122966,0.0122966,0.513933,0.366234,0.366234,0.0118882,0.366234,0.0118882,1.19409
0.0725465,0.338839,1.39057,1.08689,-0.0594597,-0.0594597,0.274335,0.248765,0.248765,-0.0495652,0.248765,-0.0495652,0.635788
0.0144075,0.205905,0.979933,1.21876,-0.050476,-0.050476,0.468565,0.357297,0.357297,-0.0476586,0.357297,-0.0476586,1.1416
0.406269,0.0729705,0.569292,0.862487,0.160195,0.160195,0.220898,0.255991,0.255991,0.143374,0.255991,0.143374,0.597598
0.34813,0.390036,0.158652,0.379053,-0.00541194,-0.00541194,0.0938446,0.0583614,0.0583614,-0.00551098,0.0583614,-0.00551098,0.459997
0.289991,0.257102,1.31801,0.669496,0.00840343,0.00840343,0.224119,0.162044,0.162044,0.00889702,0.162044,0.00889702,0.714711
0.231852,0.124168,0.907371,0.950335,0.0562164,0.0562164,0.372218,0.284315,0.284315,0.0568583,0.284315,0.0568583,0.998832
0.173713,0.441233,0.49673,0.430908,-0.107337,-0.107337,0.166312,0.164462,0.164462,-0.109388,0.164462,-0.109388,0.712455
0.115574,0.308299,0.0860898,0.68183,-0.0188104,-0.0188104,0.294146,0.239532,0.239532,-0.0217748,0.239532,-0.0217748,1.04101
0.0574348,0.175365,1.24545,1.2185,-0.0324715,-0.0324715,0.456248,0.33748,0.33748,-0.0304136,0.33748,-0.0304136,1.06756
0.449296,0.0424305,0.834809,0.663436,0.179819,0.179819,0.215688,0.277865,0.277865,0.18641,0.277865,0.18641,0.74268
0.391157,0.359496,0.424168,0.427428,0.00908485,0.00908485,0.0884297,0.0548186,0.0548186,0.00977124,0.0548186,0.00977124,0.379636
0.333018,0.226562,0.0135279,0.772004,7.60665e-05,7.60665e-05,0.208958,0.153322,0.153322,8.64067e-06,0.153322,8.64067e-06,0.574218
0.274879,0.0936276,1.17289,0.827792,0.0688701,0.0688701,0.338036,0.27839,0.27839,0.0761234,0.27839,0.0761234,1.04987
0.21674,0.410693,0.762247,0.556169,-0.0922659,-0.0922659,0.171143,0.147753,0.147753,-0.0926694,0.147753,-0.0926694,0.566174
0.158601,0.277759,0.351607,0.765156,-0.0453171,-0.0453171,0.304,0.235253,0.235253,-0.0471798,0.235253,-0.0471798,0.942247
0.100462,0.144825,1.51097,1.19418,-0.00247528,-0.00247528,0.473478,0.333078,0.333078,-0.0023099,0.333078,-0.0023099,1.12005
0.0423231,0.0118904,1.10033,1.33521,0.00113899,0.00113899,0.572191,0.382789,0.382789,0.000944251,0.382789,0.000944251,1.34049
0.434184,0.328956,0.689685,0.400602,0.0360464,0.0360464,0.0904571,0.0589542,0.0589542,0.0370934,0.0589542,0.0370934,0.365086
0.376045,0.196022,0.279045,0.788507,0.0527869,0.0527869,0.191003,0.152628,0.152628,0.0523524,0.152628,0.0523524,0.505391
0.317906,0.0630876,1.4384,0.680441,0.0355924,0.0355924,0.296872,0.263293,0.263293,0.0428679,0.263293,0.0428679,1.12575
0.259767,0.380153,1.02776,0.604839,-0.0505445,-0.0505445,0.157324,0.118447,0.118447,-0.0521661,0.118447,-0.0521661,0.497535
0.201628,0.247219,0.617123,0.824666,-0.0259292,-0.0259292,0.303257,0.224757,0.224757,-0.0255889,0.224757,-0.0255889,0.854587
0.143489,0.114285,0.206483,1.16211,0.00520286,0.00520286,0.464811,0.327085,0.327085,0.00502217,0.327085,0.00502217,1.11483
0.0853504,0.43135,1.36584,0.98812,-0.0887927,-0.0887927,0.168826,0.19237,0.19237,-0.0781485,0.19237,-0.0781485,0.390488
0.0272114,0.298416,0.955202,1.02832,-0.121624,-0.121624,0.329129,0.317722,0.317722,-0.111202,0.317722,-0.111202,0.886541
0.419072,0.165482,0.544561,0.727211,0.113382,0.113382,0.18586,0.180278,0.180278,0.109588,0.180278,0.109588,0.493652
0.360933,0.0325475,0.133921,1.1475,0.0575994,0.0575994,0.261517,0.261543,0.261543,0.0446927,0.261543,0.0446927,0.607552
0.302795,0.349613,1.29328,0.57317,-0.0107426,-0.0107426,0.146537,0.100631,0.100631,-0.0117966,0.100631,-0.0117966,0.501047
0.244656,0.216679,0.88264,0.816332,0.0162621,0.0162621,0.294106,0.216989,0.216989,0.016932,0.216989,0.016932,0.82627
0.186517,0.0837447,0.472,1.15297,0.0423667,0.0423667,0.436302,0.323649,0.323649,0.0414396,0.323649,0.0414396,1.04652
0.128378,0.40081,0.0613591,0.441272,-0.023806,-0.023806,0.187805,0.161794,0.161794,-0.0230391,0.161794,-0.0230391,0.953634
0.0702387,0.267876,1.22072,1.10926,-0.072466,-0.072466,0.350563,0.29459,0.29459,-0.0665362,0.29459,-0.0665362,0.842703
0.0120997,0.134942,0.810078,1.26873,-0.0246162,-0.0246162,0.526656,0.371374,0.371374,-0.0234953,0.371374,-0.0234953,1.26505
0.403961,0.00200749,0.399438,1.33782,0.000347234,0.000347234,0.571842,0.38215,0.38215,-2.16324e-05,0.38215,-2.16324e-05,1.33709
0.345822,0.319073,1.5588,0.493649,0.000369514,0.000369514,0.138925,0.0931765,0.0931765,0.000190637,0.0931765,0.000190637,0.549734
0.287683,0.186139,1.14816,0.739584,0.044186,0.044186,0.277841,0.211275,0.211275,0.0460017,0.211275,0.0460017,0.863319
0.229544,0.0532046,0.737516,1.07145,0.0825494,0.0825494,0.399234,0.326546,0.326546,0.0812263,0.326546,0.0812263,1.03918
0.171405,0.37027,0.326876,0.530726,-0.066644,-0.066644,0.207821,0.176205,0.176205,-0.0690553,0.176205,-0.0690553,0.834755
0.113266,0.237336,1.48624,1.10398,-0.0121362,-0.0121362,0.376222,0.2841,0.2841,-0.0116412,0.2841,-0.0116412,0.880042
0.055127,0.104402,1.07559,1.27223,-0.0131341,-0.0131341,0.524307,0.361878,0.361878,-0.0135789,0.361878,-0.0135789,1.23533
0.446988,0.421467,0.664954,0.250426,0.00555046,0.00555046,0.0351137,0.0174543,0.0174543,0.00591349,0.0174543,0.00591349,0.236579
0.388849,0.288533,0.254314,0.580643,0.0214612,0.0214612,0.126342,0.0866076,0.0866076,0.0242127,0.0866076,0.0242127,0.415247
0.33071,0.155599,1.41367,0.612746,0.0336187,0.0336187,0.251691,0.201791,0.201791,0.0351059,0.201791,0.0351059,0.935482
0.272571,0.0226646,1.00303,0.941948,0.0920666,0.0920666,0.364773,0.328724,0.328724,0.0998191,0.328724,0.0998191,1.10085
0.214432,0.33973,0.592393,0.62566,-0.0642973,-0.0642973,0.214649,0.170816,0.170816,-0.0651923,0.170816,-0.0651923,0.716149
0.156293,0.206796,0.181752,0.935849,-0.0112881,-0.0112881,0.378447,0.276051,0.276051,-0.0114972,0.276051,-0.0114972,1.02276
0.0981543,0.0738617,1.34111,1.2303,0.00353833,0.00353833,0.521844,0.358,0.358,0.00392415,0.358,0.00392415,1.25563
0.0400153,0.390927,0.930471,0.875965,-0.169259,-0.169259,0.237802,0.28615,0.28615,-0.15534,0.28615,-0.15534,0.691667
0.431876,0.257993,0.519831,0.561476,0.0620989,0.0620989,0.129591,0.101694,0.101694,0.0676437,0.101694,0.0676437,0.395485
0.373737,0.125059,0.10919,0.974283,0.0372224,0.0372224,0.217365,0.188526,0.188526,0.0366738,0.188526,0.0366738,0.510116
0.315598,0.442125,1.26855,0.488902,-0.0220794,-0.0220794,0.0810112,0.0497726,0.0497726,-0.0312236,0.0497726,-0.0312236,0.283818
0.257459,0.30919,0.857909,0.669715,-0.02736,-0.02736,0.210617,0.153889,0.153889,-0.0271758,0.153889,-0.0271758,0.658379
0.199321,0.176256,0.447269,0.971701,0.00947155,0.00947155,0.370495,0.269196,0.269196,0.0100441,0.269196,0.0100441,0.953517
0.141182,0.0433217,0.0366283,1.27771,0.00190028,0.00190028,0.498146,0.354754,0.354754,0.000626486,0.354754,0.000626486,1.14972
0.0830426,0.360387,1.19599,0.989246,-0.111728,-0.111728,0.253,0.248539,0.248539,-0.0965105,0.248539,-0.0965105,0.626423
0.0249036,0.227453,0.785347,1.08742,-0.0806162,-0.0806162,0.411501,0.3406,0.3406,-0.0806162,0.3406,-0.0806162,1.08742
0.416765,0.0945188,0.374707,0.925396,0.126805,0.126805,0.192392,0.221161,0.221161,0.112573,0.221161,0.112573,0.470426
0.358626,0.411585,1.53407,0.426388,-0.00102185,-0.00102185,0.0759495,0.0440619,0.0440619,-0.00192811,0.0440619,-0.00192811,0.326209
0.300487,0.27865,1.12343,0.63037,0.00818207,0.00818207,0.199983,0.143585,0.143585,0.00833865,0.143585,0.00833865,0.656547
0.242348,0.145716,0.712786,0.946614,0.0530468,0.0530468,0.350489,0.266306,0.266306,0.0535596,0.266306,0.0535596,0.920745
0.184209,0.0127816,0.302145,1.2758,0.0283674,0.0283674,0.475593,0.357161,0.357161,0.0242522,0.357161,0.0242522,1.1135
0.12607,0.329847,1.4615,1.00357,-0.0292223,-0.0292223,0.265653,0.217986,0.217986,-0.0276907,0.217986,-0.0276907,0.624702
0.0679309,0.196913,1.05086,1.15529,-0.0527531,-0.0527531,0.4315,0.327105,0.327105,-0.051068,0.327105,-0.051068,1.04517
0.00979193,0.0639788,0.640224,1.33045,-0.00234783,-0.00234783,0.569984,0.382272,0.382272,-0.00239085,0.382272,-0.00239085,1.33646
0.401653,0.381044,0.229583,0.381636,0.00292909,0.00292909,0.0716055,0.0419221,0.0419221,0.00293955,0.0419221,0.00293955,0.339765
0.343514,0.24811,1.38894,0.535743,0.0190456,0.0190456,0.184715,0.134478,0.134478,0.0182313,0.134478,0.0182313,0.708266
0.285375,0.115176,0.978302,0.827684,0.0857872,0.0857872,0.318192,0.265648,0.265648,0.0898809,0.265648,0.0898809,0.949488
0.227236,0.432242,0.567662,0.428555,-0.0874474,-0.0874474,0.148882,0.128537,0.128537,-0.0825441,0.128537,-0.0825441,0.604846
0.169097,0.299307,0.157021,0.691509,-0.0232852,-0.0232852,0.277665,0.212943,0.212943,-0.0251538,0.212943,-0.0251538,0.924175
0.110958,0.166373,1.31638,1.1526,-0.0126544,-0.0126544,0.450069,0.32054,0.32054,-0.0110521,0.32054,-0.0110521,1.07417
0.0528192,0.0334387,0.90574,1.31701,0.00286579,0.00286579,0.561619,0.377786,0.377786,0.00286579,0.377786,0.00286579,1.31701
0.44468,0.350504,0.4951,0.388577,0.0220687,0.0220687,0.0700155,0.0406973,0.0406973,0.0269483,0.0406973,0.0269483,0.28968
0.386541,0.21757,0.0844595,0.758137,0.0152125,0.0152125,0.162734,0.120443,0.120443,0.0171668,0.120443,0.0171668,0.440513
0.328402,0.0846358,1.24382,0.679972,0.0780904,0.0780904,0.282959,0.259278,0.259278,0.0867735,0.259278,0.0867735,1.04223
0.270263,0.401702,0.833179,0.51991,-0.0582964,-0.0582964,0.142028,0.107455,0.107455,-0.0586109,0.107455,-0.0586109,0.496274
0.212124,0.268767,0.422538,0.756666,-0.0245213,-0.0245213,0.279224,0.208164,0.208164,-0.0255317,0.208164,-0.0255317,0.833759
0.153985,0.135833,0.0118976,1.10276,3.54133e-09,3.54133e-09,0.439889,0.312601,0.312601,-3.6349e-08,0.312601,-3.6349e-08,1.07472
0.0958465,0.00289868,1.17126,1.34307,-1.05044e-05,-1.05044e-05,0.575208,0.383791,0.383791,0.000138885,0.383791,0.000138885,1.34338
0.0377075,0.319964,0.760617,0.886528,-0.136181,-0.136181,0.299205,0.306958,0.306958,-0.136874,0.306958,-0.136874,0.914836
0.429569,0.18703,0.349976,0.751874,0.0788443,0.0788443,0.155336,0.140091,0.140091,0.0816897,0.140091,0.0816897,0.395843
0.37143,0.0540958,1.50934,0.538225,0.0226229,0.0226229,0.239162,0.23442,0.23442,0.0268144,0.23442,0.0268144,1.11636
0.313291,0.371162,1.0987,0.52409,-0.0204314,-0.0204314,0.126837,0.0863226,0.0863226,-0.0213468,0.0863226,-0.0213468,0.459397
0.255152,0.238227,0.688055,0.774671,0.0109636,0.0109636,0.267995,0.197101,0.197101,0.0114188,0.197101,0.0114188,0.770441
0.197013,0.105293,0.277414,1.13391,0.0265646,0.0265646,0.420182,0.308517,0.308517,0.0268274,0.308517,0.0268274,0.998678
0.138874,0.422359,1.43677,0.904337,-0.048024,-0.048024,0.159765,0.144181,0.144181,-0.0511829,0.144181,-0.0511829,0.379955
0.0807348,0.289424,1.02613,1.00445,-0.102969,-0.102969,0.32415,0.285129,0.285129,-0.0953852,0.285129,-0.0953852,0.831867
0.0225958,0.15649,0.615493,1.17653,-0.0399694,-0.0399694,0.486253,0.358987,0.358987,-0.0424703,0.358987,-0.0424703,1.22895
0.414457,0.0235558,0.204852,1.0926,0.10495,0.10495,0.182302,0.242283,0.242283,0.0824827,0.242283,0.0824827,0.446361
0.356318,0.340621,1.36421,0.458338,0.00279848,0.00279848,0.117623,0.0777048,0.0777048,0.00205724,0.0777048,0.00205724,0.487825
0.298179,0.207687,0.953572,0.726774,0.0472565,0.0472565,0.25681,0.19502,0.19502,0.0481749,0.19502,0.0481749,0.785865
0.24004,0.0747529,0.542931,1.07857,0.0788134,0.0788134,0.379694,0.306842,0.306842,0.0738004,0.306842,0.0738004,0.953081
0.181901,0.391819,0.132291,0.445048,-0.0320416,-0.0320416,0.175618,0.139228,0.139228,-0.0300074,0.139228,-0.0300074,0.830649
0.123762,0.258884,1.29165,1.03806,-0.0430723,-0.0430723,0.342086,0.265221,0.265221,-0.0404743,0.265221,-0.0404743,0.823179
0.0656231,0.12595,0.88101,1.22172,-0.0228867,-0.0228867,0.502471,0.352479,0.352479,-0.0235786,0.352479,-0.0235786,1.20279
0.00748414,0.443016,0.470369,1.25921,-0.00191636,-0.00191636,0.542942,0.374536,0.374536,-0.00626628,0.374536,-0.00626628,1.31291
0.399345,0.310081,0.0597287,0.538249,0.00432236,0.00432236,0.105656,0.0687241,0.0687241,0.00489483,0.0687241,0.00489483,0.371433
0.341206,0.177147,1.21909,0.599582,0.0606576,0.0606576,0.230904,0.187511,0.187511,0.0624866,0.187511,0.0624866,0.841675
0.283067,0.0442129,0.808448,0.951749,0.115721,0.115721,0.334637,0.312638,0.312638,0.118054,0.312638,0.118054,0.963552
0.224928,0.361279,0.397807,0.53693,-0.0524475,-0.0524475,0.188914,0.146437,0.146437,-0.0517702,0.146437,-0.0517702,0.719631
0.166789,0.228344,1.55717,0.979416,-0.00047598,-0.00047598,0.347629,0.256253,0.256253,-0.000900949,0.256253,-0.000900949,0.866676
0.10865,0.09541,1.14653,1.20295,0.00395523,0.00395523,0.505451,0.349492,0.349492,0.00383792,0.349492,0.00383792,1.21686
0.0505114,0.412476,0.735886,0.699855,-0.172837,-0.172837,0.224775,0.278267,0.278267,-0.177195,0.278267,-0.177195,0.77009
0.442372,0.279541,0.325245,0.560856,0.034681,0.034681,0.100367,0.068808,0.068808,0.0445621,0.068808,0.0445621,0.313068
0.384233,0.146607,1.4846,0.492442,0.0231425,0.0231425,0.204137,0.166876,0.166876,0.0249482,0.166876,0.0249482,0.919405
0.326095,0.0136728,1.07396,0.938887,0.0721576,0.0721576,0.381531,0.334512,0.334512,0.0841749,0.334512,0.0841749,1.15299
0.267956,0.330739,0.663324,0.596201,-0.0320361,-0.0320361,0.184553,0.134537,0.134537,-0.0315935,0.134537,-0.0315935,0.625639
0.209817,0.197804,0.252684,0.916756,0.00305798,0.00305798,0.342304,0.249846,0.249846,0.00290585,0.249846,0.00290585,0.904102
0.151678,0.0648699,1.41204,1.11532,0.0112915,0.0112915,0.480845,0.343952,0.343952,0.0113591,0.343952,0.0113591,1.24468
0.0935387,0.381936,1.0014,0.866418,-0.142107,-0.142107,0.235269,0.24751,0.24751,-0.130778,0.24751,-0.130778,0.630525
0.0353997,0.249001,0.590762,0.97293,-0.0853093,-0.0853093,0.381288,0.326924,0.326924,-0.0915479,0.326924,-0.0915479,1.09947
0.427261,0.116067,0.180122,0.937567,0.0708197,0.0708197,0.163686,0.166543,0.166543,0.0694556,0.166543,0.0694556,0.381629
0.369122,0.433133,1.33948,0.386374,-0.0079152,-0.0079152,0.0600038,0.033169,0.033169,-0.0104339,0.033169,-0.0104339,0.273383
0.310983,0.300198,0.928841,0.592891,0.00492676,0.00492676,0.176863,0.124252,0.124252,0.00534204,0.124252,0.00534204,0.605332
0.252844,0.167264,0.5182,0.92605,0.044762,0.044762,0.324328,0.245569,0.245569,0.043965,0.245569,0.043965,0.841398
0.194705,0.0343299,0.10756,1.2582,0.0134163,0.0134163,0.44813,0.340347,0.340347,0.0108423,0.340347,0.0108423,1.03202
0.136566,0.351396,1.26692,0.924199,-0.0751393,-0.0751393,0.23814,0.207483,0.207483,-0.069318,0.207483,-0.069318,0.584451
0.078427,0.218461,0.856279,1.06587,-0.069392,-0.069392,0.405277,0.315799,0.315799,-0.0675385,0.315799,-0.0675385,1.03311
0.020288,0.085527,0.445638,1.27517,-0.0112953,-0.0112953,0.543847,0.373925,0.373925,-0.0124382,0.373925,-0.0124382,1.30941
0.412149,0.402593,0.034998,0.323722,-2.81812e-09,-2.81812e-09,0.056416,0.0309787,0.0309787,-9.21999e-08,0.0309787,-9.21999e-08,0.309827
0.35401,0.269658,1.19436,0.518085,0.0302936,0.0302936,0.165832,0.119696,0.119696,0.0288042,0.119696,0.0288042,0.635882
0.295871,0.136724,0.783717,0.843188,0.0886832,0.0886832,0.299674,0.249039,0.249039,0.0886832,0.249039,0.0886832,0.843188
0.237732,0.00378987,0.373077,1.33931,0.000426424,0.000426424,0.572654,0.382507,0.382507,-3.29352e-05,0.382507,-3.29352e-05,1.33843
0.179593,0.320856,1.53244,0.891161,-0.00527835,-0.00527835,0.249223,0.191126,0.191126,-0.00488421,0.191126,-0.00488421,0.624803
0.121454,0.187921,1.1218,1.091,-0.0296116,-0.0296116,0.420379,0.305725,0.305725,-0.0287548,0.305725,-0.0287548,1.0261
0.0633153,0.054987,0.711155,1.29447,0.00254239,0.00254239,0.550857,0.372831,0.372831,0.00254239,0.372831,0.00254239,1.29447
0.00517635,0.372053,0.300515,1.30165,0.00114448,0.00114448,0.557656,0.377262,0.377262,-0.00143232,0.377262,-0.00143232,1.32804
0.397037,0.239118,1.45987,0.412136,0.0201824,0.0201824,0.14459,0.101757,0.101757,0.0165914,0.101757,0.0165914,0.706329
0.338898,0.106184,1.04923,0.696887,0.105091,0.105091,0.268289,0.249626,0.249626,0.1139,0.249626,0.1139,0.923958
0.280759,0.42325,0.638593,0.423001,-0.0583896,-0.0583896,0.12366,0.0922333,0.0922333,-0.055439,0.0922333,-0.055439,0.495876
0.222621,0.290316,0.227953,0.688719,-0.0161593,-0.0161593,0.251041,0.184577,0.184577,-0.0171017,0.184577,-0.0171017,0.806249
0.164482,0.157381,1.38731,1.03894,0.000506446,0.000506446,0.415833,0.297961,0.297961,0.000873486,0.297961,0.000873486,1.04926
0.106343,0.024447,0.976672,1.25151,0.0213302,0.0213302,0.52856,0.370043,0.370043,0.0205018,0.370043,0.0205018,1.28475
0.0482036,0.341513,0.566031,0.7298,-0.132192,-0.132192,0.26758,0.289286,0.289286,-0.143717,0.289286,-0.143717,0.963222
0.440065,0.208578,0.155391,0.736284,0.0345198,0.0345198,0.118782,0.0920245,0.0920245,0.0455269,0.0920245,0.0455269,0.313137
0.381926,0.0756441,1.31475,0.514528,0.0837702,0.0837702,0.217023,0.230893,0.230893,0.0973812,0.230893,0.0973812,1.02289
0.323787,0.39271,0.90411,0.462284,-0.0263467,-0.0263467,0.108987,0.0722777,0.0722777,-0.0284149,0.0722777,-0.0284149,0.428443
0.265648,0.259776,0.49347,0.726048,0.00277587,0.00277587,0.242695,0.177671,0.177671,0.00281782,0.177671,0.00281782,0.722773
0.207509,0.126841,0.0828291,1.0933,0.00953929,0.00953929,0.398748,0.291794,0.291794,0.00922116,0.291794,0.00922116,0.951848
0.14937,0.443907,1.24219,0.819589,-0.0963787,-0.0963787,0.153432,0.159624,0.159624,-0.0947487,0.159624,-0.0947487,0.367769
0.0912309,0.310973,0.831548,0.885387,-0.120129,-0.120129,0.29806,0.27409,0.27409,-0.117366,0.27409,-0.117366,0.848545
0.0330919,0.178038,0.420908,1.1064,-0.0378463,-0.0378463,0.466604,0.348934,0.348934,-0.0408379,0.348934,-0.0408379,1.23422
0.424953,0.0451041,0.0102672,1.10348,0.00793036,0.00793036,0.186512,0.1977,0.1977,0.00819612,0.1977,0.00819612,0.419342
0.366814,0.36217,1.16963,0.434462,0.0014213,0.0014213,0.101093,0.0632948,0.0632948,0.000965472,0.0632948,0.000965472,0.436024
0.308675,0.229235,0.758986,0.70908,0.0439783,0.0439783,0.231768,0.175076,0.175076,0.0441937,0.175076,0.0441937,0.699285
0.250536,0.0963012,0.348346,1.08892,0.054504,0.054504,0.367851,0.288998,0.288998,0.0487477,0.288998,0.0487477,0.877342
0.192397,0.413367,1.50771,0.805158,-0.0155375,-0.0155375,0.152245,0.114311,0.114311,-0.0185677,0.114311,-0.0185677,0.395078
0.134258,0.280433,1.09706,0.962576,-0.0705863,-0.0705863,0.317756,0.254438,0.254438,-0.0675396,0.254438,-0.0675396,0.807363
0.0761192,0.147498,0.686424,1.15997,-0.0318256,-0.0318256,0.479466,0.342548,0.342548,-0.0314959,0.342548,-0.0314959,1.18307
0.0179802,0.014564,0.275784,1.34204,2.51499e-10,2.51499e-10,0.574485,0.383542,0.383542,3.73403e-10,0.383542,3.73403e-10,1.34204
0.409841,0.33163,1.43514,0.34107,0.00925043,0.00925043,0.0898355,0.054743,0.054743,0.0071051,0.054743,0.0071051,0.487804
0.351702,0.198695,1.0245,0.611198,0.0737453,0.0737453,0.214936,0.175336,0.175336,0.0750525,0.175336,0.0750525,0.741436
0.293563,0.0657611,0.613863,0.994013,0.115013,0.115013,0.317894,0.294386,0.294386,0.110822,0.294386,0.110822,0.846084
0.235424,0.382827,0.203222,0.452202,-0.0321139,-0.0321139,0.159513,0.11724,0.11724,-0.0297556,0.11724,-0.0297556,0.708963
0.177285,0.249893,1.36258,0.934664,-0.016596,-0.016596,0.319282,0.237926,0.237926,-0.015413,0.237926,-0.015413,0.808755
0.119146,0.116958,0.951941,1.16478,5.00965e-09,5.00965e-09,0.482372,0.337254,0.337254,1.69321e-08,0.337254,1.69321e-08,1.16478
0.0610075,0.434024,0.541301,0.526966,-0.152083,-0.152083,0.197455,0.255754,0.255754,-0.173591,0.255754,-0.173591,0.860683
0.00286855,0.30109,0.13066,1.3276,9.38466e-05,9.38466e-05,0.568703,0.381388,0.381388,-5.00742e-05,0.381388,-5.00742e-05,1.3386
0.39473,0.168155,1.29002,0.470392,0.0695511,0.0695511,0.18548,0.1615,0.1615,0.0687956,0.1615,0.0687956,0.839408
0.336591,0.0352211,0.879379,0.810443,0.143517,0.143517,0.276122,0.301349,0.301349,0.150244,0.301349,0.150244,0.913262
0.278452,0.352287,0.468739,0.522516,-0.030493,-0.030493,0.161023,0.116,0.116,-0.0295924,0.116,-0.0295924,0.606969
0.220313,0.219353,0.0580984,0.862204,0.000456425,0.000456425,0.316716,0.232819,0.232819,0.00116431,0.232819,0.00116431,0.860494
0.162174,0.0864182,1.21746,1.09463,0.021671,0.021671,0.463751,0.332278,0.332278,0.0219631,0.332278,0.0219631,1.19062
0.104035,0.403484,0.806817,0.724412,-0.14937,-0.14937,0.226574,0.241376,0.241376,-0.148619,0.241376,-0.148619,0.692576
0.0458958,0.27055,0.396177,0.852863,-0.07352,-0.07352,0.35216,0.308639,0.308639,-0.0827272,0.308639,-0.0827272,1.12744
0.437757,0.137615,1.55554,0.34742,0.00954695,0.00954695,0.145264,0.121329,0.121329,0.0077727,0.121329,0.0077727,0.90475
0.379618,0.00468106,1.1449,1.32024,-0.000191154,-0.000191154,0.564838,0.379527,0.379527,0.00165152,0.379527,0.00165152,1.33069
0.321479,0.321747,0.734256,0.546612,-9.51196e-10,-9.51196e-10,0.151478,0.104468,0.104468,-1.58603e-07,0.104468,-1.58603e-07,0.546612
0.26334,0.188812,0.323615,0.88875,0.0280003,0.0280003,0.299065,0.223348,0.223348,0.0264633,0.223348,0.0264633,0.782211
0.205201,0.0558782,1.48297,0.988245,0.0114991,0.0114991,0.430853,0.326245,0.326245,0.0131129,0.326245,0.0131129,1.22208
0.147062,0.372944,1.07233,0.826177,-0.105679,-0.105679,0.224758,0.206858,0.206858,-0.10062,0.206858,-0.10062,0.59563
0.0889231,0.24001,0.661694,0.960632,-0.0765272,-0.0765272,0.37653,0.301501,0.301501,-0.0766426,0.301501,-0.0766426,1.03948
0.0307841,0.107075,0.251053,1.22611,-0.0103876,-0.0103876,0.527635,0.367973,0.367973,-0.0109614,0.367973,-0.0109614,1.30112
0.422645,0.424141,1.41041,0.277526,-0.000410173,-0.000410173,0.0429054,0.0221333,0.0221333,-0.000160945,0.0221333,-0.000160945,0.272805
0.364506,0.291207,0.999772,0.503394,0.0317532,0.0317532,0.146332,0.103172,0.103172,0.0315336,0.103172,0.0315336,0.559963
0.306367,0.158272,0.589132,0.852355,0.0811448,0.0811448,0.276303,0.225825,0.225825,0.0786568,0.225825,0.0786568,0.748856
0.248228,0.0253382,0.178491,1.23121,0.0344865,0.0344865,0.395061,0.327014,0.327014,0.0302168,0.327014,0.0302168,0.915227
0.190089,0.342404,1.33785,0.834723,-0.0410084,-0.0410084,0.223506,0.175564,0.175564,-0.0406448,0.175564,-0.0406448,0.578709
0.13195,0.20947,0.92721,1.03358,-0.0398488,-0.0398488,0.391351,0.289626,0.289626,-0.0397658,0.289626,-0.0397658,0.98119
0.0738114,0.0765353,0.51657,1.26476,-0.000283968,-0.000283968,0.53614,0.365463,0.365463,-0.00103926,0.365463,-0.00103926,1.26747
